Format Version,1.24,Take Name,Take 2025-12-05 04.42.50 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-12-05 04.42.51.191 PM,Capture Start Frame,1038231,Total Frames in Take,3273,Total Exported Frames,3273,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z
792,7.920000,-0.012015,-0.008137,-0.999068,0.040649,-401.538055,1478.978394,111.423317
793,7.930000,-0.010212,-0.006445,-0.999228,0.037381,-401.570770,1479.243042,111.226753
794,7.940000,-0.008542,-0.005394,-0.999403,0.033043,-401.631897,1479.568115,111.052330
795,7.950000,-0.007001,-0.002888,-0.999526,0.029847,-401.759003,1479.785767,110.950806
796,7.960000,-0.008861,-0.006989,-0.999683,0.022512,-402.201141,1480.275146,111.147858
797,7.970000,-0.008920,-0.006637,-0.999747,0.019574,-402.292053,1480.530762,111.116913
798,7.980000,-0.008094,-0.005440,-0.999818,0.016382,-402.318939,1480.854248,110.960442
799,7.990000,-0.008090,-0.004717,-0.999863,0.013638,-402.385406,1481.247192,110.970314
800,8.000000,-0.008065,-0.003550,-0.999892,0.011730,-402.369843,1481.625244,110.989105
801,8.010000,-0.007389,-0.001945,-0.999914,0.010650,-402.257416,1481.918213,110.921211
802,8.020000,-0.007268,-0.001413,-0.999929,0.009363,-402.181641,1482.168091,110.923981
803,8.030000,-0.007310,-0.000808,-0.999943,0.007775,-402.154907,1482.374146,110.893394
804,8.040000,-0.009203,-0.005850,-0.999935,0.003294,-402.343719,1482.649536,111.033051
805,8.050000,-0.009120,-0.006183,-0.999938,0.001819,-402.413208,1482.678345,111.039536
806,8.060000,-0.008408,-0.005352,-0.999950,0.001345,-402.518463,1482.640869,110.988655
807,8.070000,-0.007588,-0.003998,-0.999963,0.001192,-402.611969,1482.606079,110.897316
808,8.080000,-0.007069,-0.003044,-0.999970,0.000847,-402.659210,1482.630981,110.845589
809,8.090000,-0.006507,-0.001855,-0.999977,0.000825,-402.735748,1482.632935,110.814713
810,8.100000,-0.006275,-0.001187,-0.999979,0.001004,-402.825958,1482.598511,110.792053
811,8.110000,-0.006600,-0.003082,-0.999973,0.000916,-402.922028,1482.613770,110.784447
812,8.120000,-0.006790,-0.003965,-0.999969,0.000086,-403.066101,1482.739014,110.801628
813,8.130000,-0.007603,-0.004456,-0.999961,-0.000866,-403.132080,1482.880859,110.872665
814,8.140000,-0.008065,-0.004072,-0.999959,-0.001189,-403.108582,1482.907349,110.919601
815,8.150000,-0.007263,-0.003466,-0.999968,0.000192,-402.926483,1482.748901,110.846680
816,8.160000,-0.007020,-0.002848,-0.999971,0.000592,-402.843109,1482.720703,110.818932
817,8.170000,-0.007212,-0.002701,-0.999970,0.000697,-402.797394,1482.740723,110.822540
818,8.180000,-0.007058,-0.002631,-0.999971,0.000787,-402.841705,1482.723022,110.813217
819,8.190000,-0.006872,-0.002705,-0.999972,0.000893,-402.885742,1482.708984,110.801224
820,8.200000,-0.006813,-0.003120,-0.999972,0.000839,-402.916443,1482.710571,110.799362
821,8.210000,-0.006901,-0.002994,-0.999971,0.000839,-402.922668,1482.710449,110.797859
822,8.220000,-0.006829,-0.002750,-0.999973,0.000877,-402.905701,1482.707642,110.786545
823,8.230000,-0.006976,-0.002923,-0.999971,0.000866,-402.879028,1482.707031,110.801483
824,8.240000,-0.007145,-0.003433,-0.999968,0.000660,-402.878174,1482.743164,110.831612
825,8.250000,-0.007121,-0.003186,-0.999969,0.000603,-402.858459,1482.749756,110.824806
826,8.260000,-0.006573,-0.002161,-0.999975,0.001173,-402.869354,1482.694092,110.773224
827,8.270000,-0.006674,-0.003026,-0.999973,0.001013,-402.881165,1482.688110,110.776558
828,8.280000,-0.006862,-0.002905,-0.999972,0.000838,-402.907440,1482.704102,110.787605
829,8.290000,-0.006907,-0.002706,-0.999972,0.000849,-402.904663,1482.706665,110.791924
830,8.300000,-0.006895,-0.002636,-0.999973,0.000335,-402.948822,1482.773071,110.809052
831,8.310000,-0.006516,-0.002134,-0.999976,0.001100,-402.879395,1482.704224,110.773880
832,8.320000,-0.006745,-0.002496,-0.999974,0.001029,-402.874329,1482.698486,110.789841
833,8.330000,-0.007017,-0.002737,-0.999971,0.000815,-402.894958,1482.710815,110.791107
834,8.340000,-0.007160,-0.002600,-0.999971,0.000264,-402.970032,1482.777344,110.808846
835,8.350000,-0.007800,-0.003373,-0.999964,-0.000602,-403.037964,1482.881714,110.889709
836,8.360000,-0.007094,-0.002941,-0.999970,0.000565,-402.914490,1482.745361,110.818489
837,8.370000,-0.007114,-0.003148,-0.999970,0.000727,-402.883087,1482.733887,110.812508
838,8.380000,-0.006902,-0.002697,-0.999972,0.000891,-402.879272,1482.715942,110.797699
839,8.390000,-0.006961,-0.002534,-0.999972,0.000932,-402.887177,1482.703491,110.790573
840,8.400000,-0.006953,-0.002271,-0.999973,0.000496,-402.957855,1482.759155,110.794594
841,8.410000,-0.006681,-0.002242,-0.999975,0.000973,-402.909912,1482.712280,110.782959
842,8.420000,-0.006843,-0.002807,-0.999972,0.000789,-402.909668,1482.718872,110.807961
843,8.430000,-0.007040,-0.003139,-0.999970,0.000670,-402.895996,1482.727051,110.814034
844,8.440000,-0.006864,-0.002631,-0.999973,0.000922,-402.872894,1482.709595,110.789246
845,8.450000,-0.007156,-0.002890,-0.999970,0.000302,-402.941956,1482.770752,110.810051
846,8.460000,-0.006722,-0.002681,-0.999973,0.001028,-402.887970,1482.708008,110.779930
847,8.470000,-0.006867,-0.002771,-0.999972,0.000849,-402.905243,1482.713257,110.800262
848,8.480000,-0.006745,-0.002845,-0.999973,0.000898,-402.895599,1482.703491,110.791748
849,8.490000,-0.006976,-0.002938,-0.999971,0.000690,-402.906860,1482.713379,110.799805
850,8.500000,-0.007078,-0.003200,-0.999970,0.000643,-402.894043,1482.715210,110.802582
851,8.510000,-0.007187,-0.003216,-0.999969,0.000568,-402.899658,1482.722290,110.805984
852,8.520000,-0.006717,-0.003305,-0.999972,0.000810,-402.879059,1482.681763,110.763367
853,8.530000,-0.007029,-0.003115,-0.999970,0.000356,-402.955109,1482.772217,110.809143
854,8.540000,-0.006629,-0.003393,-0.999972,0.000887,-402.883209,1482.700562,110.779861
855,8.550000,-0.007009,-0.003109,-0.999971,0.000363,-402.940033,1482.747559,110.809219
856,8.560000,-0.006729,-0.002622,-0.999973,0.000967,-402.876709,1482.700806,110.789894
857,8.570000,-0.006816,-0.002554,-0.999973,0.001107,-402.871033,1482.699097,110.787018
858,8.580000,-0.006789,-0.002762,-0.999973,0.000961,-402.880798,1482.697754,110.784973
859,8.590000,-0.006863,-0.003289,-0.999971,0.000412,-402.948059,1482.766602,110.803055
860,8.600000,-0.007677,-0.003277,-0.999965,-0.000474,-403.022827,1482.887207,110.885208
861,8.610000,-0.006999,-0.002953,-0.999971,0.000723,-402.909729,1482.725952,110.810638
862,8.620000,-0.006883,-0.002456,-0.999973,0.000995,-402.873932,1482.706299,110.781631
863,8.630000,-0.006623,-0.002042,-0.999975,0.001221,-402.866272,1482.679565,110.763016
864,8.640000,-0.006833,-0.002085,-0.999974,0.000718,-402.927185,1482.751709,110.786987
865,8.650000,-0.007030,-0.003076,-0.999970,0.000859,-402.900452,1482.730103,110.813782
866,8.660000,-0.006785,-0.002926,-0.999972,0.000920,-402.899475,1482.717285,110.794533
867,8.670000,-0.006826,-0.002448,-0.999973,0.000962,-402.884186,1482.699097,110.784142
868,8.680000,-0.006754,-0.002074,-0.999974,0.001065,-402.880524,1482.690674,110.768585
869,8.690000,-0.006823,-0.002130,-0.999974,0.001079,-402.886963,1482.692139,110.776665
870,8.700000,-0.006987,-0.003402,-0.999970,0.000212,-402.944244,1482.760498,110.806129
871,8.710000,-0.007813,-0.003284,-0.999964,-0.000637,-403.022400,1482.874268,110.876472
872,8.720000,-0.007040,-0.003027,-0.999970,0.000714,-402.904449,1482.722046,110.808250
873,8.730000,-0.006984,-0.003151,-0.999970,0.000737,-402.912170,1482.707764,110.815102
874,8.740000,-0.007380,-0.003613,-0.999966,0.000132,-402.954132,1482.785522,110.845161
875,8.750000,-0.006937,-0.002962,-0.999971,0.000745,-402.903320,1482.715698,110.805542
876,8.760000,-0.006578,-0.002145,-0.999975,0.001218,-402.871399,1482.681885,110.769043
877,8.770000,-0.006701,-0.002527,-0.999974,0.001102,-402.873413,1482.694946,110.784485
878,8.780000,-0.006631,-0.002479,-0.999975,0.000986,-402.891602,1482.696899,110.785629
879,8.790000,-0.006564,-0.002858,-0.999974,0.001072,-402.865723,1482.667725,110.755325
880,8.800000,-0.007028,-0.002909,-0.999971,0.000971,-402.880157,1482.696289,110.787971
881,8.810000,-0.007345,-0.003038,-0.999968,0.000021,-402.961670,1482.786743,110.825989
882,8.820000,-0.007124,-0.002990,-0.999970,0.000416,-402.920715,1482.722900,110.808670
883,8.830000,-0.006777,-0.003413,-0.999971,0.000704,-402.896576,1482.710571,110.790680
884,8.840000,-0.006916,-0.003026,-0.999971,0.000861,-402.900116,1482.720947,110.789902
885,8.850000,-0.007069,-0.002911,-0.999971,0.000349,-402.955231,1482.773315,110.809616
886,8.860000,-0.006484,-0.002704,-0.999975,0.000960,-402.875671,1482.677734,110.753151
887,8.870000,-0.006781,-0.002153,-0.999975,0.000709,-402.929932,1482.735229,110.783623
888,8.880000,-0.006717,-0.002279,-0.999974,0.000963,-402.897156,1482.708252,110.779907
889,8.890000,-0.007137,-0.003035,-0.999970,0.000389,-402.947479,1482.784302,110.827194
890,8.900000,-0.007777,-0.003513,-0.999963,-0.000724,-403.037689,1482.879883,110.887299
891,8.910000,-0.006789,-0.002712,-0.999973,0.000807,-402.898407,1482.721802,110.797569
892,8.920000,-0.006806,-0.002364,-0.999974,0.000745,-402.917023,1482.724731,110.780113
893,8.930000,-0.006886,-0.002876,-0.999972,0.000980,-402.879639,1482.711304,110.793411
894,8.940000,-0.006649,-0.002381,-0.999974,0.001106,-402.881042,1482.706421,110.793236
895,8.950000,-0.006550,-0.002327,-0.999975,0.001149,-402.881012,1482.698730,110.784935
896,8.960000,-0.006729,-0.002300,-0.999974,0.001053,-402.885864,1482.701050,110.785599
897,8.970000,-0.006850,-0.002582,-0.999973,0.000952,-402.895508,1482.707520,110.788445
898,8.980000,-0.006768,-0.002669,-0.999973,0.000892,-402.898407,1482.698242,110.783951
899,8.990000,-0.007464,-0.003562,-0.999966,-0.000050,-402.970856,1482.800293,110.840225
900,9.000000,-0.006831,-0.002716,-0.999973,0.000804,-402.902863,1482.722290,110.801979
901,9.010000,-0.006909,-0.003369,-0.999970,0.000814,-402.899933,1482.736084,110.816116
902,9.020000,-0.006992,-0.003167,-0.999970,0.000703,-402.900696,1482.723145,110.800674
903,9.030000,-0.007080,-0.002972,-0.999970,0.000828,-402.901154,1482.712769,110.799965
904,9.040000,-0.006957,-0.002554,-0.999972,0.000515,-402.931885,1482.740356,110.784195
905,9.050000,-0.006703,-0.002365,-0.999974,0.001014,-402.876526,1482.688721,110.768097
906,9.060000,-0.006635,-0.002394,-0.999974,0.001120,-402.880066,1482.697876,110.777473
907,9.070000,-0.006968,-0.002365,-0.999973,0.000487,-402.955444,1482.776001,110.811897
908,9.080000,-0.007067,-0.003124,-0.999970,0.000754,-402.901276,1482.729126,110.812874
909,9.090000,-0.007184,-0.003700,-0.999967,0.000372,-402.875519,1482.716431,110.800613
910,9.100000,-0.007113,-0.003227,-0.999969,0.000607,-402.893005,1482.718628,110.800438
911,9.110000,-0.006797,-0.002451,-0.999973,0.000933,-402.852417,1482.714844,110.779884
912,9.120000,-0.006719,-0.002215,-0.999975,0.001038,-402.876953,1482.689819,110.771751
913,9.130000,-0.006776,-0.002550,-0.999973,0.001044,-402.887238,1482.693970,110.778755
914,9.140000,-0.007103,-0.003068,-0.999970,0.000678,-402.872620,1482.728516,110.799934
915,9.150000,-0.007456,-0.003181,-0.999967,0.000041,-402.959412,1482.813232,110.832619
916,9.160000,-0.007145,-0.003014,-0.999970,0.000610,-402.907471,1482.734985,110.806404
917,9.170000,-0.007018,-0.003424,-0.999969,0.000566,-402.909027,1482.735352,110.811638
918,9.180000,-0.006990,-0.003051,-0.999971,0.000764,-402.901794,1482.731812,110.811127
919,9.190000,-0.006988,-0.003127,-0.999970,0.000809,-402.886047,1482.727295,110.802757
920,9.200000,-0.007049,-0.002986,-0.999970,0.000692,-402.900513,1482.718384,110.803833
921,9.210000,-0.007483,-0.003367,-0.999966,-0.000112,-402.967346,1482.796631,110.839172
922,9.220000,-0.007099,-0.003241,-0.999970,0.000414,-402.919312,1482.731079,110.815437
923,9.230000,-0.006947,-0.003188,-0.999971,0.000658,-402.904205,1482.724121,110.810989
924,9.240000,-0.006975,-0.003135,-0.999971,0.000725,-402.894653,1482.733765,110.817093
925,9.250000,-0.006858,-0.002650,-0.999973,0.000901,-402.878082,1482.710693,110.790298
926,9.260000,-0.006773,-0.002431,-0.999974,0.000929,-402.892212,1482.697632,110.787720
927,9.270000,-0.007077,-0.002665,-0.999971,0.000290,-402.950348,1482.769531,110.810722
928,9.280000,-0.007908,-0.003221,-0.999963,-0.000609,-403.014221,1482.879639,110.885590
929,9.290000,-0.007068,-0.003062,-0.999970,0.000486,-402.910522,1482.743042,110.820175
930,9.300000,-0.007152,-0.003434,-0.999968,0.000534,-402.896027,1482.730347,110.821098
931,9.310000,-0.006774,-0.002668,-0.999973,0.000828,-402.897064,1482.706177,110.796799
932,9.320000,-0.007231,-0.002873,-0.999970,0.000316,-402.950500,1482.783936,110.820862
933,9.330000,-0.006844,-0.003482,-0.999970,0.000505,-402.904938,1482.714722,110.787460
934,9.340000,-0.006914,-0.002885,-0.999972,0.000828,-402.895966,1482.710083,110.787918
935,9.350000,-0.006425,-0.002829,-0.999975,0.001041,-402.873962,1482.678223,110.759651
936,9.360000,-0.006517,-0.002187,-0.999976,0.001295,-402.874664,1482.684814,110.765656
937,9.370000,-0.006299,-0.001474,-0.999978,0.001472,-402.865051,1482.673828,110.746696
938,9.380000,-0.006466,-0.001999,-0.999976,0.001420,-402.860260,1482.682007,110.756264
939,9.390000,-0.006884,-0.002208,-0.999974,0.000631,-402.940552,1482.755249,110.785103
940,9.400000,-0.008919,-0.003555,-0.999953,-0.001393,-403.070648,1482.967529,110.969536
941,9.410000,-0.006960,-0.003246,-0.999970,0.000663,-402.896759,1482.731689,110.809181
942,9.420000,-0.006889,-0.003383,-0.999970,0.000889,-402.883514,1482.712769,110.801941
943,9.430000,-0.006979,-0.003452,-0.999970,0.000120,-402.946808,1482.756958,110.806450
944,9.440000,-0.007052,-0.003130,-0.999970,0.000557,-402.906403,1482.726685,110.798767
945,9.450000,-0.007039,-0.002830,-0.999971,0.000668,-402.877716,1482.728638,110.803329
946,9.460000,-0.006962,-0.002752,-0.999972,0.000835,-402.883698,1482.717407,110.799759
947,9.470000,-0.007309,-0.003282,-0.999968,0.000221,-402.953857,1482.795410,110.834534
948,9.480000,-0.007938,-0.003763,-0.999961,-0.000852,-403.033752,1482.888184,110.897720
949,9.490000,-0.007283,-0.003361,-0.999968,0.000203,-402.929413,1482.741333,110.827576
950,9.500000,-0.007066,-0.002917,-0.999971,0.000602,-402.895844,1482.716187,110.804268
951,9.510000,-0.007295,-0.002845,-0.999969,0.000258,-402.945740,1482.775513,110.816109
952,9.520000,-0.007951,-0.003109,-0.999963,-0.000631,-403.012451,1482.872314,110.877197
953,9.530000,-0.006805,-0.002963,-0.999972,0.000761,-402.901276,1482.728516,110.796555
954,9.540000,-0.006692,-0.002702,-0.999974,0.000912,-402.885071,1482.696045,110.781769
955,9.550000,-0.007048,-0.002513,-0.999972,0.000295,-402.955292,1482.768066,110.807365
956,9.560000,-0.007005,-0.002788,-0.999971,0.000737,-402.901550,1482.727783,110.799141
957,9.570000,-0.006929,-0.002596,-0.999972,0.000802,-402.898712,1482.710938,110.784279
958,9.580000,-0.006820,-0.002232,-0.999974,0.000995,-402.887329,1482.704956,110.774673
959,9.590000,-0.006617,-0.002205,-0.999975,0.001070,-402.887115,1482.702637,110.777031
960,9.600000,-0.007039,-0.002839,-0.999971,0.000223,-402.969360,1482.780884,110.819656
961,9.610000,-0.008225,-0.003984,-0.999958,-0.000992,-403.026764,1482.907227,110.906151
962,9.620000,-0.007472,-0.003492,-0.999966,0.000182,-402.906921,1482.774048,110.834656
963,9.630000,-0.007144,-0.003136,-0.999969,0.000596,-402.870148,1482.746704,110.811440
964,9.640000,-0.007012,-0.003153,-0.999970,0.000680,-402.889771,1482.730347,110.809029
965,9.650000,-0.007116,-0.003499,-0.999968,0.000652,-402.899872,1482.738525,110.814728
966,9.660000,-0.006987,-0.002682,-0.999972,0.000379,-402.943787,1482.777710,110.803207
967,9.670000,-0.006373,-0.001788,-0.999977,0.001333,-402.868439,1482.685791,110.753326
968,9.680000,-0.006841,-0.002576,-0.999973,0.001019,-402.871735,1482.704590,110.780243
969,9.690000,-0.006959,-0.002878,-0.999971,0.000813,-402.885590,1482.724976,110.793716
970,9.700000,-0.006925,-0.002981,-0.999971,0.000719,-402.904907,1482.720337,110.794708
971,9.710000,-0.006728,-0.002931,-0.999973,0.000865,-402.899384,1482.714966,110.791626
972,9.720000,-0.006761,-0.002472,-0.999974,0.001010,-402.885437,1482.700317,110.781967
973,9.730000,-0.006842,-0.003094,-0.999972,0.000807,-402.847046,1482.709595,110.777145
974,9.740000,-0.007365,-0.002991,-0.999968,0.000075,-402.954742,1482.801147,110.825935
975,9.750000,-0.006857,-0.002741,-0.999972,0.000769,-402.901611,1482.731689,110.797707
976,9.760000,-0.007076,-0.003547,-0.999969,0.000625,-402.908447,1482.748535,110.825272
977,9.770000,-0.007388,-0.003303,-0.999967,-0.000123,-402.973663,1482.804810,110.838097
978,9.780000,-0.007008,-0.003067,-0.999971,0.000496,-402.915649,1482.731934,110.808578
979,9.790000,-0.006973,-0.002686,-0.999972,0.000691,-402.901733,1482.710205,110.795464
980,9.800000,-0.006860,-0.002234,-0.999974,0.000928,-402.885498,1482.700562,110.779327
981,9.810000,-0.007125,-0.002960,-0.999970,0.000755,-402.884247,1482.720581,110.801155
982,9.820000,-0.007134,-0.003171,-0.999969,0.000517,-402.916626,1482.730347,110.815979
983,9.830000,-0.006940,-0.002963,-0.999971,0.000838,-402.900269,1482.729614,110.808205
984,9.840000,-0.006819,-0.002622,-0.999973,0.000960,-402.877930,1482.700195,110.783829
985,9.850000,-0.006880,-0.001950,-0.999974,0.000546,-402.935455,1482.747559,110.782318
986,9.860000,-0.006920,-0.002831,-0.999972,0.000912,-402.880310,1482.711304,110.782753
987,9.870000,-0.006610,-0.003192,-0.999973,0.000951,-402.877747,1482.702637,110.779678
988,9.880000,-0.007099,-0.003212,-0.999970,0.000256,-402.950317,1482.778442,110.815056
989,9.890000,-0.006764,-0.002547,-0.999973,0.000995,-402.888855,1482.705933,110.778496
990,9.900000,-0.006864,-0.002623,-0.999973,0.000967,-402.880737,1482.700806,110.772766
991,9.910000,-0.007045,-0.002624,-0.999972,0.000383,-402.942230,1482.772461,110.792778
992,9.920000,-0.006906,-0.002502,-0.999973,0.000933,-402.897308,1482.709717,110.776321
993,9.930000,-0.006773,-0.002488,-0.999973,0.000990,-402.882935,1482.698486,110.777542
994,9.940000,-0.007115,-0.002792,-0.999971,0.000327,-402.944885,1482.774048,110.811646
995,9.950000,-0.007053,-0.003258,-0.999970,0.000726,-402.898163,1482.735229,110.812920
996,9.960000,-0.007164,-0.003016,-0.999970,0.000210,-402.942535,1482.776978,110.811470
997,9.970000,-0.007121,-0.002879,-0.999970,0.000631,-402.900665,1482.731201,110.804161
998,9.980000,-0.006948,-0.002432,-0.999973,0.000484,-402.931122,1482.755737,110.793243
999,9.990000,-0.006481,-0.002139,-0.999976,0.001174,-402.878723,1482.703125,110.765144
1000,10.000000,-0.006612,-0.002078,-0.999976,0.000816,-402.932495,1482.744019,110.783607
1001,10.010000,-0.006598,-0.002472,-0.999975,0.001115,-402.887177,1482.711426,110.784012
1002,10.020000,-0.006851,-0.002352,-0.999973,0.000886,-402.858032,1482.709106,110.783043
1003,10.030000,-0.006874,-0.002389,-0.999973,0.000917,-402.873199,1482.694092,110.773804
1004,10.040000,-0.006780,-0.002357,-0.999974,0.001049,-402.876678,1482.696655,110.773933
1005,10.050000,-0.006947,-0.002469,-0.999973,0.000574,-402.942108,1482.776245,110.804436
1006,10.060000,-0.006819,-0.002681,-0.999973,0.000807,-402.873352,1482.726807,110.792961
1007,10.070000,-0.006847,-0.002704,-0.999973,0.000886,-402.877319,1482.702271,110.790695
1008,10.080000,-0.006828,-0.002789,-0.999972,0.000873,-402.888611,1482.701294,110.795616
1009,10.090000,-0.007154,-0.003145,-0.999969,0.000643,-402.897278,1482.721680,110.814827
1010,10.100000,-0.007398,-0.003341,-0.999967,-0.000056,-402.963593,1482.789551,110.837364
1011,10.110000,-0.006809,-0.002663,-0.999973,0.000719,-402.904938,1482.719116,110.792305
1012,10.120000,-0.007151,-0.002975,-0.999970,0.000273,-402.949646,1482.776733,110.822044
1013,10.130000,-0.007023,-0.003314,-0.999970,0.000557,-402.904419,1482.718994,110.807564
1014,10.140000,-0.007167,-0.003056,-0.999970,0.000122,-402.947083,1482.762329,110.814636
1015,10.150000,-0.006842,-0.002828,-0.999972,0.000809,-402.882843,1482.707397,110.786903
1016,10.160000,-0.006852,-0.002686,-0.999973,0.000991,-402.855988,1482.724121,110.790886
1017,10.170000,-0.006733,-0.002529,-0.999974,0.001046,-402.874420,1482.701294,110.775558
1018,10.180000,-0.006688,-0.002505,-0.999974,0.001009,-402.890198,1482.697021,110.779236
1019,10.190000,-0.007048,-0.003178,-0.999970,0.000805,-402.895752,1482.718506,110.803848
1020,10.200000,-0.007386,-0.003155,-0.999968,-0.000064,-402.980743,1482.795898,110.833679
1021,10.210000,-0.007026,-0.002894,-0.999971,0.000632,-402.904602,1482.728516,110.794220
1022,10.220000,-0.007018,-0.002899,-0.999971,0.000655,-402.901123,1482.730225,110.801285
1023,10.230000,-0.007164,-0.002948,-0.999970,0.000163,-402.955688,1482.782715,110.813744
1024,10.240000,-0.006641,-0.002109,-0.999975,0.001051,-402.895386,1482.704834,110.765556
1025,10.250000,-0.006417,-0.001913,-0.999977,0.001308,-402.870636,1482.683228,110.751457
1026,10.260000,-0.007164,-0.003250,-0.999969,0.000772,-402.887817,1482.727051,110.804817
1027,10.270000,-0.007196,-0.003401,-0.999968,0.000501,-402.897614,1482.723511,110.805534
1028,10.280000,-0.007136,-0.003154,-0.999969,0.000623,-402.894012,1482.721558,110.800835
1029,10.290000,-0.006748,-0.002536,-0.999974,0.000946,-402.889740,1482.708374,110.780762
1030,10.300000,-0.006603,-0.002021,-0.999975,0.001226,-402.873718,1482.697998,110.770943
1031,10.310000,-0.006987,-0.002282,-0.999973,0.000518,-402.946655,1482.769531,110.798897
1032,10.320000,-0.006944,-0.002621,-0.999972,0.000870,-402.896362,1482.723999,110.793297
1033,10.330000,-0.006933,-0.002622,-0.999972,0.000891,-402.884155,1482.724487,110.798126
1034,10.340000,-0.007375,-0.003142,-0.999968,0.000038,-402.962891,1482.804932,110.835281
1035,10.350000,-0.006941,-0.002785,-0.999972,0.000886,-402.884888,1482.713623,110.791031
1036,10.360000,-0.006740,-0.002661,-0.999973,0.000984,-402.875488,1482.694092,110.781982
1037,10.370000,-0.006819,-0.002384,-0.999973,0.001157,-402.868347,1482.707397,110.772194
1038,10.380000,-0.006599,-0.002261,-0.999975,0.001204,-402.867676,1482.702515,110.765549
1039,10.390000,-0.006358,-0.001556,-0.999977,0.001522,-402.861908,1482.676025,110.745331
1040,10.400000,-0.006373,-0.001547,-0.999977,0.001618,-402.849731,1482.670410,110.742126
1041,10.410000,-0.006720,-0.001987,-0.999975,0.000741,-402.920807,1482.748901,110.775085
1042,10.420000,-0.006549,-0.002232,-0.999975,0.001256,-402.875977,1482.695068,110.764458
1043,10.430000,-0.006699,-0.003537,-0.999971,0.000891,-402.877441,1482.700195,110.783546
1044,10.440000,-0.006942,-0.003172,-0.999971,0.000806,-402.892334,1482.717529,110.796165
1045,10.450000,-0.007299,-0.003440,-0.999967,0.000012,-402.960815,1482.787109,110.827415
1046,10.460000,-0.006924,-0.003033,-0.999971,0.000683,-402.901703,1482.718140,110.790382
1047,10.470000,-0.006620,-0.002384,-0.999975,0.001111,-402.875641,1482.695557,110.767838
1048,10.480000,-0.006484,-0.002048,-0.999976,0.001344,-402.865021,1482.687866,110.760796
1049,10.490000,-0.006843,-0.002038,-0.999974,0.000683,-402.928986,1482.757568,110.782600
1050,10.500000,-0.006875,-0.002573,-0.999973,0.000960,-402.884491,1482.702271,110.778633
1051,10.510000,-0.007477,-0.004098,-0.999964,0.000396,-402.899628,1482.758179,110.848518
1052,10.520000,-0.007003,-0.003448,-0.999969,0.000502,-402.907196,1482.734741,110.817535
1053,10.530000,-0.006772,-0.003050,-0.999972,0.000302,-402.942535,1482.753418,110.790833
1054,10.540000,-0.006501,-0.002345,-0.999976,0.001120,-402.887848,1482.698608,110.765396
1055,10.550000,-0.006854,-0.002450,-0.999973,0.000613,-402.922760,1482.740234,110.781929
1056,10.560000,-0.007618,-0.002836,-0.999967,-0.000401,-402.986481,1482.845337,110.846115
1057,10.570000,-0.007077,-0.002741,-0.999971,0.000590,-402.904144,1482.730957,110.798355
1058,10.580000,-0.006843,-0.002829,-0.999972,0.000790,-402.890778,1482.715088,110.793907
1059,10.590000,-0.006822,-0.002638,-0.999973,0.000888,-402.896118,1482.713257,110.784943
1060,10.600000,-0.007098,-0.003072,-0.999970,0.000807,-402.862823,1482.742310,110.797234
1061,10.610000,-0.007211,-0.002568,-0.999971,0.000326,-402.948944,1482.798584,110.820587
1062,10.620000,-0.006421,-0.001360,-0.999978,0.001397,-402.864014,1482.678711,110.739151
1063,10.630000,-0.005942,-0.001430,-0.999980,0.001866,-402.821686,1482.631470,110.702400
1064,10.640000,-0.005995,-0.000685,-0.999980,0.002103,-402.829102,1482.625000,110.706329
1065,10.650000,-0.006534,-0.001711,-0.999976,0.001580,-402.849884,1482.667725,110.754135
1066,10.660000,-0.006837,-0.002377,-0.999974,0.000555,-402.932617,1482.759644,110.797432
1067,10.670000,-0.006694,-0.002260,-0.999975,0.000923,-402.864197,1482.716309,110.778625
1068,10.680000,-0.006750,-0.002474,-0.999974,0.000951,-402.875610,1482.700562,110.781593
1069,10.690000,-0.006893,-0.002619,-0.999972,0.000987,-402.881104,1482.714233,110.793282
1070,10.700000,-0.006935,-0.002663,-0.999972,0.000956,-402.879700,1482.712646,110.790092
1071,10.710000,-0.006701,-0.002165,-0.999974,0.001189,-402.869904,1482.700073,110.770172
1072,10.720000,-0.006924,-0.002133,-0.999974,0.000631,-402.946869,1482.776123,110.797569
1073,10.730000,-0.006671,-0.002344,-0.999974,0.001158,-402.866058,1482.699219,110.765038
1074,10.740000,-0.006834,-0.002874,-0.999972,0.000976,-402.871613,1482.710571,110.784592
1075,10.750000,-0.006722,-0.002883,-0.999973,0.000748,-402.897461,1482.721191,110.781410
1076,10.760000,-0.008311,-0.004709,-0.999952,-0.002361,-403.016144,1483.095337,110.855141
1077,10.770000,-0.008103,-0.005872,-0.999939,-0.004694,-402.880219,1483.466431,110.784470
1078,10.780000,-0.007853,-0.005267,-0.999930,-0.007155,-402.291107,1483.873779,110.854683
1079,10.790000,-0.005338,-0.001221,-0.999954,-0.007883,-401.222687,1484.389893,110.784363
1080,10.800000,0.000730,0.009312,-0.999949,-0.003733,-399.490601,1484.630127,110.275826
1081,10.810000,0.001180,0.009121,-0.999936,-0.006591,-398.012146,1485.467529,110.263519
1082,10.820000,-0.000302,0.007719,-0.999893,-0.012382,-396.486023,1486.686768,110.342232
