Format Version,1.24,Take Name,Take 2025-12-05 04.42.50 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-12-05 04.42.51.191 PM,Capture Start Frame,1038231,Total Frames in Take,3273,Total Exported Frames,3273,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z
2724,27.240000,0.007454,0.002079,0.999912,-0.010818,-479.290894,1378.412842,110.274574
2725,27.250000,0.007409,0.002563,0.999933,-0.008485,-476.477386,1378.936157,110.362442
2726,27.260000,0.005229,0.001523,0.999961,-0.006928,-473.568512,1379.275391,110.230591
2727,27.270000,0.005291,0.000067,0.999968,-0.005951,-470.762421,1379.593262,110.127007
2728,27.280000,0.005438,-0.000164,0.999980,-0.003114,-468.078247,1380.001587,110.205956
2729,27.290000,0.003959,-0.000183,0.999991,-0.001506,-465.361359,1380.283081,110.093513
2730,27.300000,0.004891,0.001232,0.999987,0.001140,-462.818634,1380.522583,110.174934
2731,27.310000,0.006844,0.003461,0.999963,0.003904,-460.129364,1380.716187,110.327278
2732,27.320000,0.007035,0.002994,0.999955,0.005714,-457.416290,1380.930664,110.267830
2733,27.330000,0.005423,0.001592,0.999956,0.007428,-454.573608,1381.242432,110.151207
2734,27.340000,0.006060,0.000809,0.999941,0.008965,-451.793427,1381.579834,110.195915
2735,27.350000,0.005643,0.003497,0.999905,0.012084,-449.044495,1381.967773,110.278580
2736,27.360000,0.004511,-0.000700,0.999912,0.012444,-446.056732,1382.189697,110.161087
2737,27.370000,0.003735,-0.001248,0.999887,0.014511,-443.313477,1382.563965,110.378510
2738,27.380000,0.002563,-0.001364,0.999896,0.014095,-440.185852,1382.442627,110.282860
2739,27.390000,0.002787,0.001642,0.999820,0.018712,-437.704865,1382.772461,110.340752
2740,27.400000,-0.002520,-0.001823,0.999859,0.016528,-434.596497,1382.514282,109.881271
2741,27.410000,0.001609,-0.000787,0.999779,0.020949,-432.268677,1382.998657,110.179161
2742,27.420000,0.003984,0.001776,0.999699,0.024128,-429.543091,1383.132935,110.190628
2743,27.430000,0.004151,-0.000592,0.999658,0.025832,-426.654449,1383.237183,110.247101
2744,27.440000,0.002890,-0.000023,0.999624,0.027269,-423.833801,1383.374146,110.341370
2745,27.450000,0.001920,-0.000344,0.999652,0.026290,-420.682617,1383.227539,110.100571
2746,27.460000,0.003107,-0.001225,0.999583,0.028699,-418.026978,1383.469971,110.116653
2747,27.470000,0.003332,-0.000722,0.999515,0.030961,-415.193207,1383.686523,110.099144
2748,27.480000,0.002597,-0.001369,0.999458,0.032792,-412.456940,1383.727295,109.957954
2749,27.490000,0.001159,-0.000543,0.999401,0.034575,-409.772827,1383.636719,110.062233
2750,27.500000,0.002310,-0.001704,0.999320,0.036767,-407.199829,1383.794189,110.197777
2751,27.510000,0.002339,-0.000522,0.999244,0.038815,-404.395050,1383.857788,110.111748
2752,27.520000,0.002460,-0.000868,0.999154,0.041046,-401.532074,1383.951050,110.114243
2753,27.530000,0.002674,-0.001098,0.999067,0.043101,-398.680908,1384.150635,110.133789
2754,27.540000,0.003107,0.000053,0.998947,0.045764,-395.806732,1384.223511,110.142921
2755,27.550000,0.002863,0.002545,0.998794,0.048954,-392.923920,1384.247192,110.180855
2756,27.560000,0.004872,-0.001081,0.998753,0.049672,-390.230652,1384.385986,110.518333
2757,27.570000,0.004080,0.001847,0.998600,0.052715,-387.483551,1384.282959,110.442322
2758,27.580000,0.003827,0.000500,0.998529,0.054080,-384.869843,1384.227295,110.338257
2759,27.590000,0.003563,0.003203,0.998396,0.056422,-382.197052,1384.115601,110.332436
2760,27.600000,0.004015,0.001099,0.998311,0.057941,-379.467651,1384.130981,110.379539
2761,27.610000,0.004705,-0.001149,0.998220,0.059438,-376.680939,1384.088257,110.370331
2762,27.620000,0.004935,-0.000021,0.998050,0.062226,-373.768005,1383.981323,110.454803
2763,27.630000,0.004543,-0.000344,0.997925,0.064219,-370.656036,1383.955078,110.466942
2764,27.640000,0.005491,0.000482,0.997758,0.066704,-367.780151,1383.916016,110.501297
2765,27.650000,0.004687,0.003522,0.997602,0.068960,-364.783630,1383.770142,110.430801
2766,27.660000,0.006410,-0.000341,0.997462,0.070908,-362.044861,1383.739380,110.579391
2767,27.670000,0.006575,-0.000192,0.997292,0.073250,-359.410065,1383.573975,110.574989
2768,27.680000,0.006954,-0.000712,0.997171,0.074845,-356.763428,1383.375366,110.549217
2769,27.690000,0.006357,-0.000594,0.997019,0.076889,-354.021820,1383.077026,110.563797
2770,27.700000,0.006532,-0.000752,0.996764,0.080110,-351.078369,1383.055298,110.539322
2771,27.710000,0.007101,0.000274,0.996520,0.083051,-348.124634,1383.019531,110.448540
2772,27.720000,0.006838,0.001333,0.996352,0.085061,-345.400452,1382.871216,110.485405
2773,27.730000,0.007088,-0.000484,0.996247,0.086264,-342.680634,1382.909790,110.592979
2774,27.740000,0.006260,-0.000120,0.996119,0.087792,-339.930939,1382.736816,110.549385
2775,27.750000,0.006040,0.000104,0.995956,0.089636,-337.284180,1382.520020,110.543968
2776,27.760000,0.005131,0.002502,0.995680,0.092680,-334.477417,1382.287598,110.579918
2777,27.770000,0.003979,-0.000419,0.995526,0.094399,-331.637787,1382.144043,110.524429
2778,27.780000,0.004337,-0.000183,0.995266,0.097092,-328.775085,1381.963745,110.516312
2779,27.790000,0.005536,0.001014,0.995100,0.098713,-325.826721,1381.625610,110.566849
2780,27.800000,0.006747,-0.001350,0.994946,0.100175,-323.096985,1381.524536,110.575844
2781,27.810000,0.006261,-0.000184,0.994723,0.102410,-320.270294,1381.220459,110.563988
2782,27.820000,0.005397,0.000697,0.994546,0.104160,-317.178925,1380.849365,110.603577
2783,27.830000,0.006148,0.001675,0.994289,0.106533,-314.385132,1380.546875,110.642166
2784,27.840000,0.005196,0.001292,0.994051,0.108785,-311.607513,1380.242310,110.587021
2785,27.850000,0.005274,0.002222,0.993783,0.111186,-308.829315,1379.990601,110.612938
2786,27.860000,0.005547,0.002258,0.993582,0.112953,-306.226105,1379.614868,110.664070
2787,27.870000,0.005279,0.000986,0.993505,0.113661,-303.608856,1379.253174,110.623207
2788,27.880000,0.006327,-0.001295,0.993278,0.115569,-300.878754,1378.890015,110.647942
2789,27.890000,0.004909,0.000987,0.992913,0.118738,-297.997833,1378.613281,110.566338
2790,27.900000,0.007399,-0.001267,0.992613,0.121089,-295.410797,1378.395142,110.633965
2791,27.910000,0.006832,-0.000257,0.992358,0.123204,-292.576508,1377.980957,110.517677
2792,27.920000,0.007108,-0.001401,0.992130,0.125004,-289.817078,1377.626099,110.644073
2793,27.930000,0.006712,-0.001411,0.991855,0.127191,-287.015961,1377.232056,110.652267
2794,27.940000,0.008342,-0.002524,0.991534,0.129558,-284.289825,1376.699829,110.786636
2795,27.950000,0.007952,-0.001985,0.991372,0.130824,-281.526459,1376.225708,110.822128
2796,27.960000,0.007537,-0.001890,0.991138,0.132611,-278.816101,1375.675049,110.736748
2797,27.970000,0.007303,-0.004190,0.990959,0.133901,-276.062866,1375.014038,110.621231
2798,27.980000,0.006906,-0.001771,0.990637,0.136338,-273.274841,1374.503906,110.575516
2799,27.990000,0.006313,-0.002623,0.990322,0.138617,-270.603333,1374.097168,110.530617
2800,28.000000,0.007214,-0.001859,0.989979,0.141019,-267.755341,1373.640625,110.575188
2801,28.010000,0.008475,-0.003161,0.989723,0.142711,-264.971771,1373.189697,110.830940
2802,28.020000,0.007739,-0.003435,0.989482,0.144411,-262.207458,1372.743164,110.739868
2803,28.030000,0.007390,-0.002247,0.989059,0.147320,-259.506866,1372.307617,110.747284
2804,28.040000,0.007618,-0.001428,0.988684,0.149815,-256.630890,1371.826294,110.701149
2805,28.050000,0.007786,-0.000765,0.988512,0.150937,-254.065063,1371.325562,110.632042
2806,28.060000,0.007215,-0.003502,0.988218,0.152841,-251.287811,1370.660400,110.529587
2807,28.070000,0.007730,-0.002556,0.987883,0.154986,-248.519699,1369.953735,110.664597
2808,28.080000,0.007035,-0.002032,0.987595,0.156850,-245.845016,1369.427612,110.705894
2809,28.090000,0.006857,-0.001536,0.987233,0.159126,-243.088043,1368.819336,110.642761
2810,28.100000,0.006776,-0.002506,0.986908,0.161120,-240.362030,1368.208374,110.633736
2811,28.110000,0.007008,-0.001425,0.986481,0.163721,-237.584244,1367.660156,110.641258
2812,28.120000,0.007363,-0.001596,0.986236,0.165171,-234.935242,1367.092529,110.657394
2813,28.130000,0.007010,-0.001702,0.985937,0.166961,-232.327454,1366.483032,110.687561
2814,28.140000,0.006773,-0.002206,0.985654,0.168627,-229.696548,1365.796021,110.787857
2815,28.150000,0.007180,-0.002103,0.985326,0.170519,-227.009277,1365.127563,110.711670
2816,28.160000,0.006459,-0.002710,0.985078,0.171964,-224.304901,1364.326416,110.475212
2817,28.170000,0.006704,-0.003562,0.984813,0.173452,-221.652039,1363.565186,110.528908
2818,28.180000,0.006858,-0.003861,0.984465,0.175406,-218.952179,1362.810181,110.561378
2819,28.190000,0.006972,-0.004828,0.984042,0.177735,-216.179230,1362.112793,110.590981
2820,28.200000,0.006936,-0.002799,0.983695,0.179692,-213.422455,1361.414185,110.687141
2821,28.210000,0.007634,-0.002763,0.983262,0.182017,-210.629181,1360.787842,110.824028
2822,28.220000,0.007192,-0.002719,0.982955,0.183688,-207.909363,1360.024414,110.759087
2823,28.230000,0.007004,-0.002240,0.982725,0.184928,-205.172653,1359.194702,110.736572
2824,28.240000,0.007338,-0.004019,0.982499,0.186080,-202.529175,1358.265381,110.728851
2825,28.250000,0.007659,-0.004218,0.982218,0.187540,-199.771011,1357.435181,110.557480
2826,28.260000,0.008116,-0.004157,0.981821,0.189588,-196.919754,1356.595947,110.532021
2827,28.270000,0.008792,-0.002856,0.981283,0.192350,-194.036285,1356.123047,110.725998
2828,28.280000,0.008697,-0.003447,0.980496,0.196318,-191.092529,1355.513794,110.830658
2829,28.290000,0.008824,-0.003278,0.979980,0.198874,-188.284012,1354.971436,110.755264
2830,28.300000,0.008366,-0.003191,0.979571,0.200899,-185.645844,1354.205566,110.700615
2831,28.310000,0.007317,-0.003148,0.979307,0.202226,-183.222977,1353.467529,110.606987
2832,28.320000,0.007022,-0.003248,0.979072,0.203369,-180.715118,1352.621704,110.535316
2833,28.330000,0.007921,-0.003621,0.978833,0.204474,-178.154785,1351.760132,110.650650
2834,28.340000,0.008121,-0.002979,0.978442,0.206340,-175.533142,1351.023071,110.552849
2835,28.350000,0.007594,-0.004782,0.977907,0.208850,-172.973190,1350.321167,110.424675
2836,28.360000,0.007851,-0.004127,0.977411,0.211163,-170.236069,1349.561646,110.497978
2837,28.370000,0.007966,-0.002765,0.976959,0.213259,-167.662384,1348.853394,110.566788
2838,28.380000,0.007426,-0.002625,0.976587,0.214977,-165.167480,1348.027954,110.506737
2839,28.390000,0.007269,-0.003314,0.976300,0.216276,-162.644211,1347.173462,110.435966
2840,28.400000,0.007678,-0.002350,0.975807,0.218487,-160.024460,1346.293213,110.549767
2841,28.410000,0.007857,-0.001952,0.975506,0.219825,-157.491791,1345.364868,110.580894
2842,28.420000,0.007916,-0.002289,0.975242,0.220989,-154.951370,1344.402222,110.457001
2843,28.430000,0.007527,-0.002783,0.974901,0.222495,-152.322083,1343.265259,110.403313
2844,28.440000,0.007947,-0.003570,0.974603,0.223771,-149.564392,1342.268066,110.315010
2845,28.450000,0.007709,-0.003167,0.973991,0.226433,-146.828705,1341.395264,110.286079
2846,28.460000,0.008156,-0.003302,0.973403,0.228930,-144.115906,1340.522827,110.403938
2847,28.470000,0.007466,-0.003100,0.972802,0.231499,-141.466354,1339.573975,110.462578
2848,28.480000,0.007054,-0.003053,0.972262,0.233767,-138.828522,1338.617920,110.350746
2849,28.490000,0.007268,-0.002425,0.971934,0.235128,-136.372635,1337.570557,110.325348
2850,28.500000,0.007110,-0.002546,0.971576,0.236609,-133.924301,1336.553223,110.389145
2851,28.510000,0.007078,-0.002878,0.970952,0.239152,-131.386322,1335.543579,110.334053
2852,28.520000,0.007427,-0.003358,0.970478,0.241053,-128.871872,1334.424927,110.406944
2853,28.530000,0.007883,-0.004148,0.969877,0.243432,-126.252708,1333.349976,110.403625
2854,28.540000,0.007114,-0.003889,0.969208,0.246108,-123.766029,1332.285034,110.290680
2855,28.550000,0.006896,-0.003438,0.968534,0.248763,-121.162010,1331.123413,110.223732
2856,28.560000,0.007172,-0.003029,0.968018,0.250760,-118.574707,1330.018677,110.229111
2857,28.570000,0.006953,-0.003087,0.967670,0.252105,-116.057182,1328.867798,110.205849
2858,28.580000,0.006728,-0.003579,0.967246,0.253725,-113.514305,1327.664673,110.353905
2859,28.590000,0.006859,-0.003127,0.966844,0.255256,-111.075058,1326.664062,110.416817
2860,28.600000,0.006807,-0.003275,0.966292,0.257338,-108.647079,1325.528198,110.329697
2861,28.610000,0.006582,-0.003769,0.965701,0.259545,-106.080299,1324.395142,110.230774
2862,28.620000,0.007495,-0.003403,0.965120,0.261677,-103.468620,1323.285400,110.171753
2863,28.630000,0.007116,-0.003072,0.964624,0.263516,-100.876068,1322.085693,110.151352
2864,28.640000,0.006952,-0.004077,0.964188,0.265098,-98.234192,1320.910645,110.250122
2865,28.650000,0.007885,-0.003678,0.963444,0.267769,-95.573814,1319.699341,110.357086
2866,28.660000,0.007129,-0.003921,0.962811,0.270055,-93.002525,1318.536621,110.293030
2867,28.670000,0.007016,-0.003529,0.962250,0.272055,-90.455978,1317.434204,110.268600
2868,28.680000,0.008203,-0.003224,0.961448,0.274847,-87.743622,1316.254272,110.231407
2869,28.690000,0.007518,-0.003979,0.961169,0.275828,-85.278641,1315.002441,110.244835
2870,28.700000,0.007895,-0.003706,0.960758,0.277251,-82.804863,1313.776733,110.262901
2871,28.710000,0.007977,-0.003905,0.960184,0.279227,-80.352234,1312.468140,110.323181
2872,28.720000,0.007892,-0.003715,0.959689,0.280930,-77.882446,1311.222656,110.371132
2873,28.730000,0.007319,-0.003499,0.959143,0.282807,-75.534897,1309.894165,110.253189
2874,28.740000,0.007699,-0.003571,0.958621,0.284560,-73.096275,1308.586914,110.227005
2875,28.750000,0.007724,-0.003761,0.957996,0.286653,-70.699112,1307.334595,110.227867
2876,28.760000,0.007627,-0.003443,0.957485,0.288361,-68.295799,1306.060669,110.208282
2877,28.770000,0.008091,-0.003907,0.956963,0.290070,-65.918571,1304.789673,110.289482
2878,28.780000,0.007828,-0.004847,0.956907,0.290248,-63.432297,1303.378906,110.376190
2879,28.790000,0.008358,-0.004204,0.956069,0.292993,-61.009914,1302.081421,110.373344
2880,28.800000,0.008489,-0.004934,0.955675,0.294260,-58.597874,1300.742188,110.414124
2881,28.810000,0.009078,-0.004773,0.955117,0.296053,-56.150562,1299.450073,110.409172
2882,28.820000,0.009734,-0.004294,0.954363,0.298459,-53.861580,1298.237793,110.408943
2883,28.830000,0.009823,-0.005025,0.953866,0.300029,-51.718956,1297.041382,110.453552
2884,28.840000,0.009604,-0.004960,0.953384,0.301566,-49.629829,1295.865479,110.334000
2885,28.850000,0.010191,-0.004835,0.952901,0.303070,-47.680885,1294.651978,110.386566
2886,28.860000,0.010503,-0.004772,0.952628,0.303921,-45.816776,1293.634644,110.530540
2887,28.870000,0.010715,-0.004502,0.952139,0.305444,-44.143677,1292.661743,110.552948
2888,28.880000,0.009611,-0.004409,0.951731,0.306752,-42.647621,1291.713257,110.346199
2889,28.890000,0.007162,-0.006573,0.951943,0.306121,-41.106369,1290.648438,110.196739
2890,28.900000,0.008641,-0.005403,0.951120,0.308655,-39.711395,1289.845703,110.329056
2891,28.910000,0.009361,-0.004241,0.950274,0.311246,-38.270298,1289.085571,110.336494
2892,28.920000,0.009360,-0.003906,0.949824,0.312620,-36.745045,1288.287109,110.242577
2893,28.930000,0.007870,-0.006422,0.950097,0.311788,-35.090061,1287.307495,110.141441
2894,28.940000,0.009413,-0.006296,0.949040,0.314952,-33.646599,1286.611328,110.349747
2895,28.950000,0.010472,-0.005022,0.948474,0.316643,-32.252674,1285.965088,110.452888
2896,28.960000,0.010733,-0.004430,0.947950,0.318207,-30.872410,1285.282959,110.439468
2897,28.970000,0.009625,-0.006522,0.948187,0.317500,-29.435865,1284.519409,110.369682
2898,28.980000,0.010145,-0.006252,0.947444,0.319701,-28.268589,1283.975220,110.445305
2899,28.990000,0.010069,-0.006320,0.946945,0.321177,-27.260900,1283.450562,110.410126
2900,29.000000,0.010361,-0.005791,0.946393,0.322800,-26.350634,1282.938843,110.394653
2901,29.010000,0.010403,-0.005341,0.946179,0.323431,-25.499741,1282.357422,110.388092
2902,29.020000,0.010420,-0.005087,0.946056,0.323796,-24.737286,1281.847046,110.364006
2903,29.030000,0.010011,-0.004768,0.945851,0.324412,-24.027443,1281.386108,110.305481
2904,29.040000,0.008086,-0.006343,0.946268,0.323219,-23.267542,1280.916260,110.175201
2905,29.050000,0.007750,-0.006901,0.945930,0.324206,-22.670757,1280.562622,110.139748
2906,29.060000,0.009086,-0.005669,0.944969,0.326985,-22.139191,1280.406128,110.142601
2907,29.070000,0.009233,-0.006016,0.944755,0.327594,-21.524784,1280.092407,110.117783
2908,29.080000,0.009599,-0.006726,0.944615,0.327970,-20.918823,1279.799316,110.150993
2909,29.090000,0.009216,-0.006784,0.944332,0.328794,-20.340185,1279.451660,110.174210
2910,29.100000,0.009240,-0.006549,0.943893,0.330059,-19.766901,1279.090576,110.183533
2911,29.110000,0.009751,-0.005821,0.943389,0.331493,-19.240726,1278.776855,110.197762
2912,29.120000,0.009847,-0.005222,0.943060,0.332435,-18.752287,1278.452026,110.222961
2913,29.130000,0.010071,-0.005244,0.942933,0.332788,-18.293573,1278.099854,110.226730
2914,29.140000,0.010007,-0.005184,0.942895,0.332899,-17.855295,1277.712646,110.187950
2915,29.150000,0.010345,-0.005176,0.942616,0.333680,-17.520634,1277.393677,110.166077
2916,29.160000,0.010413,-0.005126,0.942261,0.334679,-17.294348,1277.150269,110.165192
2917,29.170000,0.010560,-0.005350,0.941921,0.335627,-17.153204,1276.956787,110.171745
2918,29.180000,0.010239,-0.005442,0.941644,0.336409,-17.096607,1276.818481,110.135582
2919,29.190000,0.010047,-0.005396,0.941444,0.336976,-17.057480,1276.747192,110.113106
2920,29.200000,0.010010,-0.005704,0.941394,0.337113,-16.961300,1276.685669,110.118187
2921,29.210000,0.008537,-0.007534,0.942118,0.335087,-16.801079,1276.568237,110.046509
2922,29.220000,0.008591,-0.007611,0.942097,0.335144,-16.746622,1276.595337,110.064667
2923,29.230000,0.008786,-0.007558,0.942096,0.335144,-16.730871,1276.609863,110.096275
2924,29.240000,0.008866,-0.007568,0.942150,0.334990,-16.801088,1276.610840,110.088997
2925,29.250000,0.009675,-0.005971,0.941595,0.336554,-16.947445,1276.683228,110.092491
2926,29.260000,0.010153,-0.005420,0.941362,0.337203,-16.984459,1276.709229,110.106438
2927,29.270000,0.010153,-0.005384,0.941338,0.337269,-16.988466,1276.735352,110.107246
2928,29.280000,0.010072,-0.005516,0.941398,0.337103,-16.979073,1276.739990,110.115959
2929,29.290000,0.010228,-0.005644,0.941398,0.337096,-16.951801,1276.722778,110.130119
2930,29.300000,0.010259,-0.005633,0.941406,0.337072,-16.926163,1276.705811,110.134300
2931,29.310000,0.008588,-0.007545,0.942123,0.335071,-16.841167,1276.601074,110.040390
2932,29.320000,0.008289,-0.007533,0.942178,0.334925,-16.840439,1276.593750,110.024719
2933,29.330000,0.009383,-0.006152,0.941673,0.336341,-16.905912,1276.682373,110.075233
2934,29.340000,0.010007,-0.005488,0.941447,0.336968,-16.935658,1276.729004,110.108589
2935,29.350000,0.010047,-0.005358,0.941443,0.336980,-16.988493,1276.760254,110.110374
2936,29.360000,0.009994,-0.005476,0.941459,0.336935,-16.998398,1276.755859,110.111618
2937,29.370000,0.009982,-0.005472,0.941449,0.336964,-16.983572,1276.736450,110.106995
2938,29.380000,0.010082,-0.005641,0.941439,0.336985,-16.931673,1276.709351,110.114494
2939,29.390000,0.009985,-0.005672,0.941448,0.336963,-16.911175,1276.701172,110.111183
2940,29.400000,0.010010,-0.005757,0.941467,0.336909,-16.919090,1276.713501,110.107086
2941,29.410000,0.010013,-0.005650,0.941463,0.336919,-16.943621,1276.726318,110.112686
2942,29.420000,0.009993,-0.005696,0.941473,0.336893,-16.955812,1276.731323,110.115860
2943,29.430000,0.008503,-0.007570,0.942172,0.334935,-16.893629,1276.637573,110.047180
2944,29.440000,0.009217,-0.006469,0.941724,0.336199,-16.921074,1276.679688,110.080795
2945,29.450000,0.009750,-0.005849,0.941534,0.336725,-16.912090,1276.694946,110.105835
2946,29.460000,0.009813,-0.005674,0.941507,0.336804,-16.898428,1276.703979,110.115448
2947,29.470000,0.009805,-0.005774,0.941555,0.336667,-16.911276,1276.716431,110.114037
2948,29.480000,0.009992,-0.005792,0.941489,0.336847,-16.940252,1276.733398,110.118118
2949,29.490000,0.010048,-0.005687,0.941445,0.336968,-16.958408,1276.729004,110.120796
2950,29.500000,0.010049,-0.005690,0.941441,0.336980,-16.962967,1276.726074,110.114525
2951,29.510000,0.010057,-0.005725,0.941428,0.337016,-16.951660,1276.717773,110.117050
2952,29.520000,0.009862,-0.005629,0.941476,0.336889,-16.958170,1276.733154,110.096382
2953,29.530000,0.010175,-0.005823,0.941459,0.336924,-16.927517,1276.719238,110.113602
2954,29.540000,0.010117,-0.005660,0.941443,0.336973,-16.923798,1276.714355,110.119339
2955,29.550000,0.010088,-0.005697,0.941478,0.336876,-16.938244,1276.712280,110.114639
2956,29.560000,0.009945,-0.005664,0.941470,0.336903,-16.945528,1276.714844,110.116287
2957,29.570000,0.009917,-0.005528,0.941436,0.337002,-16.946100,1276.718140,110.114235
2958,29.580000,0.010052,-0.005625,0.941453,0.336947,-16.939934,1276.729858,110.118118
2959,29.590000,0.010102,-0.005740,0.941474,0.336884,-16.927977,1276.728516,110.120995
2960,29.600000,0.008411,-0.007568,0.942208,0.334838,-16.860369,1276.633179,110.042999
2961,29.610000,0.009051,-0.006481,0.941775,0.336060,-16.900356,1276.678955,110.072594
2962,29.620000,0.009721,-0.005864,0.941596,0.336552,-16.921112,1276.707153,110.094177
2963,29.630000,0.008382,-0.007344,0.942175,0.334935,-16.877329,1276.625122,110.034576
2964,29.640000,0.009496,-0.006121,0.941566,0.336639,-16.939846,1276.706299,110.096008
2965,29.650000,0.010214,-0.005511,0.941406,0.337077,-16.940556,1276.736206,110.121315
2966,29.660000,0.008495,-0.007562,0.942243,0.334737,-16.855858,1276.618896,110.030281
2967,29.670000,0.009298,-0.006331,0.941642,0.336429,-16.913128,1276.687988,110.079987
2968,29.680000,0.008570,-0.007303,0.942091,0.335168,-16.873575,1276.626709,110.035423
2969,29.690000,0.009423,-0.006203,0.941608,0.336522,-16.928349,1276.695435,110.085182
2970,29.700000,0.008645,-0.007283,0.942060,0.335255,-16.887672,1276.642212,110.045647
2971,29.710000,0.009539,-0.006297,0.941567,0.336631,-16.935196,1276.707642,110.095795
2972,29.720000,0.010234,-0.005596,0.941378,0.337152,-16.941601,1276.727905,110.123863
2973,29.730000,0.010311,-0.005502,0.941358,0.337208,-16.932764,1276.725342,110.119598
2974,29.740000,0.009809,-0.005628,0.941510,0.336796,-16.962648,1276.734863,110.090073
2975,29.750000,0.009949,-0.005723,0.941500,0.336816,-16.950525,1276.724854,110.109848
2976,29.760000,0.010038,-0.005693,0.941430,0.337010,-16.952507,1276.734375,110.122040
2977,29.770000,0.010114,-0.005644,0.941441,0.336980,-16.954939,1276.725830,110.126534
2978,29.780000,0.009995,-0.005676,0.941481,0.336871,-16.942562,1276.727173,110.119026
2979,29.790000,0.009922,-0.005776,0.941520,0.336763,-16.926178,1276.711304,110.104507
2980,29.800000,0.009812,-0.005792,0.941541,0.336707,-16.920509,1276.706177,110.102257
2981,29.810000,0.009903,-0.005727,0.941501,0.336815,-16.924961,1276.712524,110.110794
2982,29.820000,0.008484,-0.007469,0.942144,0.335017,-16.880442,1276.629272,110.051582
2983,29.830000,0.009388,-0.006450,0.941661,0.336370,-16.932272,1276.695435,110.092926
2984,29.840000,0.008248,-0.007515,0.942227,0.334789,-16.874048,1276.627319,110.040230
2985,29.850000,0.009098,-0.006411,0.941761,0.336099,-16.912476,1276.681396,110.073082
2986,29.860000,0.009772,-0.005792,0.941587,0.336579,-16.916470,1276.706177,110.097061
2987,29.870000,0.010016,-0.005506,0.941490,0.336848,-16.917826,1276.714722,110.113266
2988,29.880000,0.010176,-0.005621,0.941426,0.337021,-16.931862,1276.719604,110.119164
2989,29.890000,0.010024,-0.005668,0.941455,0.336941,-16.950485,1276.736816,110.133469
2990,29.900000,0.010047,-0.005588,0.941437,0.336992,-16.952768,1276.733765,110.128830
2991,29.910000,0.010136,-0.005492,0.941424,0.337027,-16.949533,1276.733154,110.116737
2992,29.920000,0.010085,-0.005758,0.941481,0.336866,-16.938496,1276.724121,110.103905
2993,29.930000,0.009973,-0.005766,0.941483,0.336865,-16.935730,1276.729736,110.107780
2994,29.940000,0.008610,-0.007464,0.942176,0.334926,-16.869610,1276.636475,110.035866
2995,29.950000,0.009598,-0.006104,0.941582,0.336593,-16.935633,1276.714233,110.087509
2996,29.960000,0.010144,-0.005400,0.941381,0.337150,-16.955303,1276.740112,110.127266
2997,29.970000,0.010199,-0.005491,0.941402,0.337088,-16.964142,1276.733032,110.128799
2998,29.980000,0.010110,-0.005694,0.941428,0.337015,-16.953114,1276.729614,110.117775
2999,29.990000,0.009930,-0.005840,0.941496,0.336826,-16.932940,1276.723022,110.112144
3000,30.000000,0.008396,-0.007561,0.942209,0.334835,-16.870874,1276.629639,110.040504
3001,30.010000,0.009471,-0.006245,0.941629,0.336462,-16.937954,1276.699707,110.091728
3002,30.020000,0.010096,-0.005425,0.941372,0.337175,-16.955574,1276.729736,110.126137
3003,30.030000,0.010202,-0.005513,0.941412,0.337059,-16.958769,1276.737549,110.130867
3004,30.040000,0.010141,-0.005657,0.941476,0.336880,-16.953125,1276.733887,110.122231
3005,30.050000,0.010100,-0.005738,0.941503,0.336805,-16.941427,1276.732178,110.117790
3006,30.060000,0.010035,-0.005818,0.941519,0.336760,-16.939505,1276.724243,110.118729
3007,30.070000,0.009989,-0.005793,0.941501,0.336812,-16.942022,1276.727661,110.119217
3008,30.080000,0.009837,-0.005794,0.941515,0.336778,-16.935144,1276.721558,110.113991
3009,30.090000,0.009886,-0.005788,0.941525,0.336749,-16.933601,1276.718384,110.111183
3010,30.100000,0.008421,-0.007465,0.942204,0.334852,-16.871984,1276.626099,110.042679
3011,30.110000,0.008162,-0.007665,0.942227,0.334788,-16.876009,1276.626831,110.035416
3012,30.120000,0.009455,-0.006242,0.941666,0.336360,-16.926695,1276.699829,110.092590
3013,30.130000,0.010046,-0.005474,0.941442,0.336980,-16.942732,1276.724365,110.117012
3014,30.140000,0.010140,-0.005534,0.941438,0.336988,-16.937769,1276.720947,110.116005
3015,30.150000,0.010018,-0.005679,0.941469,0.336902,-16.941494,1276.723755,110.117691
3016,30.160000,0.010015,-0.005818,0.941471,0.336894,-16.950825,1276.726807,110.111885
3017,30.170000,0.010048,-0.005731,0.941469,0.336901,-16.948149,1276.729126,110.120331
3018,30.180000,0.010027,-0.005683,0.941458,0.336932,-16.943083,1276.725952,110.116730
3019,30.190000,0.009976,-0.005686,0.941476,0.336883,-16.934450,1276.720093,110.110649
3020,30.200000,0.009918,-0.005795,0.941518,0.336766,-16.936625,1276.723755,110.108406
3021,30.210000,0.009903,-0.005736,0.941535,0.336720,-16.941193,1276.722534,110.114258
3022,30.220000,0.008457,-0.007437,0.942162,0.334969,-16.888039,1276.638184,110.051514
3023,30.230000,0.009523,-0.006281,0.941592,0.336563,-16.939865,1276.708862,110.093948
