Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z,omegas.x,omegas.y,omegas.z,omega
329,3.29,-0.004645,-0.004328,-0.715481,0.698604,-14.005289,-570.891235,106.482277,0.020956321751593263,0.04993741743437915,-0.19204646796313618,0.1995363599409582
330,3.3,-0.005103,-0.00425,-0.714932,0.699163,-13.938478,-570.849182,106.494202,-0.0741590420806646,-0.0546659417142061,0.15716626930192268,0.1821789365215069
331,3.31,-0.004885,-0.004444,-0.714728,0.699372,-13.886108,-570.825439,106.476234,0.058609524303348134,0.004012955010997479,0.05802666259555611,0.0825728388694706
332,3.32,-0.004436,-0.004384,-0.714975,0.699122,-13.881939,-570.841858,106.472092,0.05376306880147284,0.07259413417751245,-0.07062580540716512,0.11466638685048612
333,3.33,-0.004482,-0.004649,-0.714797,0.699303,-13.910056,-570.802063,106.446602,0.03177839257336983,-0.04363043809119203,0.05057604131288862,0.073969029447868
334,3.34,-0.005562,-0.004192,-0.715315,0.698768,-14.04466,-570.860779,106.50267,-0.21734289617025057,-0.0905128789655995,-0.147517089804039,0.27783413677690233
335,3.35,-0.005287,-0.004304,-0.715239,0.698846,-13.96798,-570.875427,106.52301,0.05460578674991983,0.023670776832411793,0.0214250408206329,0.06325448597999472
336,3.36,-0.005726,-0.003966,-0.715068,0.69902,-13.92382,-570.890198,106.536568,-0.10937771878493097,-0.015587040488297503,0.049526173583513966,0.12107552629496855
337,3.37,-0.005245,-0.004305,-0.714776,0.69932,-13.889668,-570.850037,106.506355,0.11630256945865557,0.021299558308977146,0.08295713926705917,0.1444363036158748
338,3.38,-0.005361,-0.004227,-0.714867,0.699227,-13.905807,-570.850586,106.501305,-0.027550650429044535,-0.0056580278346779304,-0.025840771632856807,0.03819420239542723
339,3.39,-0.005053,-0.004302,-0.715266,0.698821,-13.960142,-570.888428,106.499329,0.053022757380938916,0.03363197568502958,-0.1141863066983162,0.13031130122195184
340,3.4,-0.00466,-0.004264,-0.715105,0.698989,-13.884952,-570.875,106.477928,0.049799590265022994,0.061512758235370175,0.04623521717813661,0.09165977265843907
341,3.41,-0.004751,-0.004177,-0.715026,0.699069,-13.862136,-570.874817,106.483994,-0.02502249125598613,-0.0008579062510634568,0.022644391068848968,0.03375839923145769
342,3.42,-0.004495,-0.004528,-0.714897,0.699201,-13.91017,-570.834351,106.480339,0.08622034524109114,-0.012477614766583881,0.036365281571060226,0.09440377379903153
343,3.43,-0.004154,-0.004755,-0.715112,0.698982,-13.901079,-570.855774,106.470383,0.07975019351043029,0.01700719719303521,-0.06189097268886057,0.10237104386342433
344,3.44,-0.004501,-0.004844,-0.714741,0.699358,-13.936561,-570.809448,106.468185,-0.0351151394719338,-0.062021275067434316,0.1058968945656602,0.12764742010622174
345,3.45,-0.005405,-0.004379,-0.714626,0.699473,-13.931826,-570.81189,106.49453,-0.19269978686732553,-0.06417695065678783,0.03381864457312478,0.20590189308279758
346,3.46,-0.005481,-0.004255,-0.714841,0.699253,-13.909575,-570.858459,106.503975,-0.028780806260729833,0.006524348501154957,-0.06132022463840592,0.06805197926648977
347,3.47,-0.00443,-0.004688,-0.714939,0.699157,-13.897449,-570.835571,106.468231,0.20869953142975492,0.08972997997720861,-0.028799355173558805,0.22898988314797294
348,3.48,-0.005111,-0.004391,-0.714781,0.699316,-13.898241,-570.831116,106.478775,-0.1374035427519511,-0.055835674605203986,0.04573006818525682,0.1552050104076338
349,3.49,-0.004755,-0.004648,-0.714724,0.699376,-13.928071,-570.821411,106.472145,0.08664236491716598,0.014941979831174963,0.015974217431946602,0.08936071722114645
350,3.5,-0.00502,-0.004302,-0.71493,0.699165,-13.912469,-570.876648,106.495491,-0.08691791311952962,0.01051619861280554,-0.05840020409089153,0.10524209182725254
351,3.51,-0.004384,-0.004729,-0.714968,0.699127,-13.918685,-570.830139,106.455421,0.14991798560411554,0.03123586655130687,-0.011723046183198527,0.15358551877901852
352,3.52,-0.004321,-0.004994,-0.714694,0.699406,-13.878769,-570.810547,106.464546,0.047206097981310285,-0.028021509517534883,0.0779154652885028,0.0953123308569581
353,3.53,-0.005594,-0.004237,-0.714634,0.699464,-13.903204,-570.822388,106.502678,-0.28616327831342164,-0.07606491655059001,0.018608987093182705,0.2966843234577238
354,3.54,-0.004884,-0.004361,-0.715042,0.699051,-13.904592,-570.867249,106.490715,0.11623894248300858,0.08423776781004899,-0.11684535054329315,0.18509545974651284
355,3.55,-0.00558,-0.004108,-0.71484,0.699254,-13.929444,-570.868713,106.51725,-0.13311450778061346,-0.06418210263648624,0.05812652893892878,0.158800213623923
356,3.56,-0.00545,-0.004259,-0.715482,0.698597,-14.038676,-570.894592,106.514252,0.03850808324048415,-0.002354949415391081,-0.1839894679251275,0.18799080447983785
357,3.57,-0.005093,-0.004654,-0.715136,0.698951,-14.061136,-570.82959,106.494797,0.10708350268523077,-0.00417935162778894,0.09826441016047571,0.14539682882220206
358,3.58,-0.005005,-0.004622,-0.714767,0.699329,-13.904293,-570.831848,106.497787,0.008453167744841387,0.01703566815921872,0.1055976069744613,0.10729643346023317
359,3.59,-0.005624,-0.004163,-0.714608,0.69949,-13.893999,-570.828552,106.504463,-0.15188446542314268,-0.024300093435092752,0.04628584207634345,0.16062927676654798
360,3.6,-0.00529,-0.004258,-0.714742,0.699355,-13.881198,-570.846375,106.49926,0.060040083481742876,0.03448383572162974,-0.03842570256431532,0.07918636983807396
361,3.61,-0.005497,-0.004289,-0.714573,0.699526,-13.906807,-570.826904,106.502617,-0.0241970646510826,-0.03395950725380856,0.048225871457296954,0.0637532802957297
362,3.62,-0.005069,-0.004347,-0.715301,0.698784,-14.012663,-570.874146,106.506569,0.06672827256540724,0.05321684940943838,-0.2083246265662697,0.2251307296985595
363,3.63,-0.004415,-0.004506,-0.715045,0.69905,-13.886338,-570.877136,106.501709,0.11463979969360531,0.07131179425523808,0.07310199993443289,0.15353031644631357
364,3.64,-0.005425,-0.004422,-0.714656,0.699441,-13.918998,-570.830933,106.500198,-0.15252504029438255,-0.13268617136182811,0.11128699598740299,0.23076893955505295
365,3.65,-0.00522,-0.004114,-0.715022,0.699071,-13.877275,-570.88092,106.504318,-0.016070862632348512,0.07245631489111448,-0.1039307060202388,0.12770975627262568
366,3.66,-0.004648,-0.004594,-0.715221,0.698868,-13.920194,-570.871643,106.493073,0.14824007878152617,0.014728419813876768,-0.05782464689035871,0.15979905223549218
367,3.67,-0.005105,-0.004301,-0.715065,0.699026,-13.910267,-570.861633,106.507912,-0.10549826926180275,-0.024417380194167223,0.04509792663410783,0.11730266944736474
368,3.68,-0.004875,-0.004586,-0.714777,0.69932,-13.936283,-570.821228,106.496414,0.07346183898466595,-0.006992643711488389,0.08182091798691893,0.11018258244072389
369,3.69,-0.004981,-0.004541,-0.71469,0.699409,-13.909834,-570.826416,106.483253,-0.02109200986509076,-0.008862588392135728,0.025032301861849238,0.033912158434111
370,3.7,-0.004648,-0.004652,-0.714799,0.699299,-13.889647,-570.84198,106.473518,0.06223817776510173,0.03208015602333318,-0.03138330306625692,0.07673095133875465
371,3.71,-0.005536,-0.004292,-0.71476,0.699335,-13.909229,-570.846008,106.503593,-0.17559125152726154,-0.07660152232779335,0.011761934346377068,0.19193338410869
372,3.72,-0.005311,-0.004452,-0.714748,0.699348,-13.899836,-570.833008,106.497047,0.05436706971863143,0.009783349258339537,0.0031664868536562807,0.05533099340781405
373,3.73,-0.005195,-0.004424,-0.714817,0.699279,-13.914553,-570.840759,106.505119,0.0120875470670633,0.020510342460540454,-0.019588056096331297,0.03082977268129204
374,3.74,-0.004484,-0.004617,-0.714903,0.699194,-13.892369,-570.843262,106.467606,0.12686493907703503,0.07466891684770656,-0.025009095156436345,0.149317161608347
375,3.75,-0.005316,-0.004319,-0.714646,0.699453,-13.933093,-570.826294,106.477753,-0.158484492409291,-0.07727920258941631,0.0740060514642149,0.1912231814932768
376,3.76,-0.005112,-0.004445,-0.714711,0.699387,-13.925399,-570.823486,106.480675,0.046420438804354536,0.011543437257194138,-0.018836392735188667,0.05140931602126088
377,3.77,-0.00441,-0.005014,-0.714864,0.699232,-13.908422,-570.827576,106.487465,0.17923352206920365,0.020773811881852604,-0.04476309792630362,0.18590304362595617
378,3.78,-0.004549,-0.005045,-0.714568,0.699533,-13.927544,-570.777527,106.495552,-0.014444178340170671,-0.024167680676454462,0.0845413729791411,0.08910642413653448
379,3.79,-0.004721,-0.004558,-0.714843,0.699254,-13.897609,-570.845276,106.497932,-0.09419418057482519,0.04352206499496887,-0.07773059950703098,0.12964860159412256
380,3.8,-0.00472,-0.004506,-0.714893,0.699204,-13.921414,-570.86499,106.456627,-0.007387304361581529,0.007416838153432442,-0.01409277931130326,0.017555289306700413
381,3.81,-0.005734,-0.003926,-0.714734,0.699362,-13.92402,-570.85791,106.477966,-0.22443360333788018,-0.06388031061924267,0.04628661948233859,0.2378940678855584
382,3.82,-0.005373,-0.004092,-0.714968,0.699125,-13.9192,-570.864685,106.511375,0.07376754691403907,0.028467223666875027,-0.06708233202247227,0.10369220351881839
383,3.83,-0.004295,-0.00478,-0.715005,0.69909,-13.893591,-570.849731,106.510674,0.2490429437037084,0.057958591098538396,-0.011799855726690733,0.25597035509196525
384,3.84,-0.004709,-0.004642,-0.714775,0.699323,-13.91273,-570.829346,106.512482,-0.07719876472350443,-0.03988235289039505,0.06599170047331127,0.10911075051647397
385,3.85,-0.00448,-0.004876,-0.714754,0.699345,-13.907946,-570.826477,106.474541,0.06552067163200642,9.025598929780082e-06,0.005649181130262804,0.0657637570399773
386,3.86,-0.004644,-0.004428,-0.715443,0.698642,-14.019469,-570.896484,106.471786,-0.08828222842586844,0.03914913845780793,-0.19630270859393173,0.21877193672667414
387,3.87,-0.005114,-0.004248,-0.714755,0.699344,-13.882376,-570.84259,106.466911,-0.09016692053582269,-0.04211782280790646,0.19716461012663222,0.220857121332726
388,3.88,-0.005957,-0.004234,-0.7149,0.699189,-13.98045,-570.836182,106.538696,-0.12019234109306286,-0.11853281583660376,-0.04170781523362699,0.1738843556480794
389,3.89,-0.00468,-0.00466,-0.714857,0.699239,-13.913769,-570.814575,106.522392,0.2395783320541995,0.12300566651440173,0.011573125354313873,0.2695591000411434
390,3.9,-0.005431,-0.004144,-0.71483,0.699265,-13.913975,-570.858154,106.546219,-0.17874948799834287,-0.03521110601559336,0.008676057320000652,0.1823909959870032
391,3.91,-0.004332,-0.004875,-0.714779,0.69932,-13.923062,-570.834534,106.462959,0.25830858333489903,0.05487727466466849,0.013290768598450686,0.2644077987296167
392,3.92,-0.00472,-0.004415,-0.714774,0.699325,-13.892284,-570.854858,106.463669,-0.12001774638294611,0.008871136545811169,0.0021909439745226855,0.12036509770674844
393,3.93,-0.004566,-0.004338,-0.714995,0.699102,-13.85271,-570.86908,106.465935,0.010126034284344172,0.0327963555865964,-0.06285237247513065,0.07161395280141117
394,3.94,-0.005434,-0.004258,-0.714859,0.699235,-13.875279,-570.848633,106.504608,-0.1325644615384789,-0.11294620517365599,0.03886054005997064,0.17843857010150307
395,3.95,-0.004709,-0.00471,-0.714694,0.699406,-13.883352,-570.805542,106.488785,0.16633858066665902,0.040409987156275834,0.04641425997573556,0.17735775711613005
396,3.96,-0.004926,-0.004507,-0.714771,0.699327,-13.921931,-570.828857,106.497925,-0.059517702076149724,-0.0026237340367759286,-0.021667406942182943,0.06339335425988446
397,3.97,-0.005185,-0.00424,-0.714909,0.699185,-13.924266,-570.881042,106.498161,-0.07465820838547027,0.00032688282970922203,-0.039104414154078615,0.08427995098507335
398,3.98,-0.004586,-0.004482,-0.714889,0.699208,-13.877676,-570.876831,106.465027,0.11840485049206331,0.05180434359179546,0.005326419038931274,0.12935134083109828
399,3.99,-0.005222,-0.004318,-0.71472,0.699378,-13.892223,-570.834473,106.452782,-0.11208023431989021,-0.06800249729484774,0.048660001979095036,0.139836026674612
400,4.0,-0.004784,-0.004668,-0.714577,0.699524,-13.878996,-570.798035,106.451714,0.11157194734371222,0.013629755405172774,0.04012825862439451,0.11934968289316575
401,4.01,-0.004454,-0.004706,-0.714992,0.699103,-13.891975,-570.831909,106.468872,0.05080912912613089,0.04184973977674131,-0.11857236083347988,0.13561848353215636
402,4.02,-0.004691,-0.004889,-0.714905,0.699189,-13.931917,-570.834656,106.472382,-0.006810278824681201,-0.05947432101647233,0.024522291886530656,0.06469093875813298
403,4.03,-0.004405,-0.004943,-0.714777,0.699321,-13.946844,-570.826904,106.459373,0.047963581221118455,0.033350301755251735,0.03644241347297017,0.06885344762941135
404,4.04,-0.004938,-0.004,-0.714964,0.699132,-13.90628,-570.889832,106.474823,-0.20970600965570899,0.05567463302380057,-0.051815486905160135,0.22307200615781891
405,4.05,-0.005046,-0.004436,-0.714638,0.699463,-13.891282,-570.826782,106.453629,0.047831291850565415,-0.07646466905915716,0.09256980376430857,0.12924336216372193
406,4.06,-0.005259,-0.004592,-0.715142,0.698944,-14.031839,-570.820923,106.46064,-0.00847133909565468,-0.052218627730002146,-0.14465371022154283,0.15402351946678858
407,4.07,-0.004763,-0.004637,-0.715008,0.699085,-13.892033,-570.837646,106.472549,0.07604289204518498,0.0646401434683995,0.03839584612185254,0.10693507646055109
408,4.08,-0.005295,-0.004362,-0.714884,0.699209,-13.907004,-570.867188,106.504799,-0.11347497033004655,-0.03763030309915519,0.03582485019842929,0.1248039602515847
409,4.09,-0.005248,-0.004259,-0.714981,0.699111,-13.918221,-570.897522,106.507568,-0.00834245425202192,0.02114085205469395,-0.027508318842117685,0.035682485536536586
410,4.1,-0.005712,-0.004075,-0.714736,0.699359,-13.941578,-570.872559,106.508949,-0.09071983273338437,-0.04066886788082549,0.0703078759733411,0.12176716425113952
411,4.11,-0.005095,-0.004323,-0.714935,0.699159,-13.910957,-570.870911,106.496651,0.12136115321439095,0.053574558903720856,-0.05721010406360971,0.14447061596817598
412,4.12,-0.005082,-0.004479,-0.71561,0.698467,-14.025574,-570.882996,106.505768,0.022835035605879572,-0.019865410788964897,-0.19350369996654626,0.1958564660604272
413,4.13,-0.005201,-0.004351,-0.714947,0.699146,-13.944119,-570.833923,106.503433,-0.03365907902643413,0.0007836121866470688,0.19003325836174367,0.19299271212288827
414,4.14,-0.00507,-0.00431,-0.714763,0.699336,-13.870668,-570.844849,106.497612,0.012812804402341504,0.024438530349474383,0.05282516875664278,0.05959788734898772
415,4.15,-0.005183,-0.004371,-0.71479,0.699306,-13.951725,-570.844543,106.500061,-0.0071385759199531565,-0.024684014349708218,-0.008029436935574896,0.026920841147406793
416,4.16,-0.00489,-0.004235,-0.714978,0.699118,-13.923609,-570.873779,106.492989,0.021177803028320143,0.06093831913137953,-0.05328514700718712,0.08367368147298004
417,4.17,-0.004878,-0.004546,-0.714796,0.699301,-13.931104,-570.838562,106.488304,0.04648261869994079,-0.04179216573182189,0.05130174140135502,0.08086462532264437
418,4.18,-0.004398,-0.004659,-0.714956,0.69914,-13.891142,-570.83429,106.478531,0.0829847610268294,0.052825940311984794,-0.04594073253334496,0.10857072090681587
419,4.19,-0.005057,-0.004256,-0.714922,0.699173,-13.867376,-570.844666,106.499084,-0.14971140456015833,-0.03787967556104542,0.010441397085447779,0.1547817729872657
420,4.2,-0.005305,-0.004242,-0.71489,0.699204,-13.927654,-570.840088,106.507004,-0.036622168400783896,-0.033508422387768744,0.009132480251550223,0.05047177215867748
421,4.21,-0.006129,-0.004008,-0.714768,0.699323,-13.977513,-570.871094,106.54113,-0.14845593232850202,-0.08511962149316196,0.035022321080901975,0.17467420181743418
422,4.22,-0.005383,-0.004047,-0.714992,0.699101,-13.957045,-570.899902,106.534332,0.10946245746809814,0.10128525454655693,-0.06371114697304447,0.1621722622156357
423,4.23,-0.004969,-0.004338,-0.715213,0.698875,-13.904984,-570.87616,106.512222,0.09907588177838099,0.018568658648098185,-0.063866267768109,0.11933032134701187
424,4.24,-0.01087,-0.008425,-0.718306,0.695592,-13.66792,-570.763184,106.249321,-0.24614326557709632,-1.41512911134632,-0.9008747541535578,1.6955094313037646
425,4.25,-0.009663,-0.011564,-0.717071,0.696837,-13.356427,-570.486694,106.205315,0.6236558332227088,-0.263880574917125,0.34181133430284394,0.7585608376321533
426,4.26,-0.012976,-0.010464,-0.718308,0.695526,-13.154764,-570.548401,106.088242,-0.6248742650851957,-0.3224684955629749,-0.35062525440640036,0.7857428630436071
427,4.27,-0.0142,-0.005673,-0.718376,0.695487,-13.29784,-570.578247,105.99498,-0.8587906963258283,0.49070588791216735,-6.676557534612826e-05,0.9890974335145712
428,4.28,-0.009158,-0.004595,-0.715836,0.698193,-13.271348,-570.58667,105.982834,0.5570142342538589,0.8702141160782356,0.7394334669085567,1.2705507927539321
429,4.29,-0.01543,-0.006589,-0.71818,0.695656,-12.871759,-570.479065,105.798866,-0.5971385359944283,-1.174421745219956,-0.6884159940773071,1.4865252933322404
430,4.3,-0.012908,-0.000773,-0.716008,0.697972,-13.812346,-570.706726,106.305138,-0.4744884466894946,1.1677857787006827,0.6494783457716258,1.4179862596667208
431,4.31,-0.014103,-0.000613,-0.716038,0.697919,-13.780315,-570.713257,106.293816,-0.1898690076969248,-0.14872153883684797,-0.011179712675213338,0.24144010059084073
432,4.32,-0.021142,-0.008599,-0.720395,0.693188,-13.325539,-570.622009,105.986618,0.14724709089038707,-2.1110450790691844,-1.307344033949609,2.487436723766363
433,4.33,-0.016197,-0.004384,-0.717505,0.696352,-13.543167,-570.644775,106.197807,0.09661879850676267,1.2900491351005703,0.8658466632432305,1.5566799309582096
434,4.34,-0.016668,-0.002084,-0.717464,0.696393,-13.433596,-570.649475,105.979164,-0.3954796841570452,0.2526359482226882,0.019457209866102776,0.469688924641732
435,4.35,-0.022343,-0.002866,-0.71943,0.6942,-13.199516,-570.618225,105.772881,-0.6863245083631059,-0.9175974351235918,-0.588742809667886,1.2882718966355238
436,4.36,-0.018337,0.003216,-0.716236,0.69761,-13.462862,-570.647827,106.003822,-0.3018527498905841,1.4085134682155407,0.9589875761213507,1.730515080522612
437,4.37,-0.023717,-0.002614,-0.719769,0.693804,-13.41821,-570.631287,106.004448,0.0728170793029722,-1.568677436195197,-1.0629708739858579,1.8963012167924194
438,4.38,-0.021893,-0.009953,-0.721608,0.691884,-13.312624,-570.637756,105.883759,1.299507442500005,-0.7480741914337098,-0.5673376159094023,1.6031863770091945
439,4.39,-0.008616,-0.001701,-0.715739,0.698312,-13.957269,-570.743591,106.476593,0.686115733616597,3.0451422793291654,1.7495365390640671,3.578341012647417
440,4.4,-0.004711,-0.004409,-0.715486,0.698598,-14.062657,-570.798828,106.521881,0.9336047693544475,0.18044769757254067,0.07027994757244915,0.9534770621002837
441,4.41,-0.005286,-0.004012,-0.71552,0.698561,-14.034697,-570.891846,106.521202,-0.13721310538559298,-0.02681278191601008,-0.009163968014269663,0.14010831479037894
442,4.42,-0.006033,-0.004079,-0.715414,0.698663,-14.063558,-570.904419,106.538483,-0.09458412853897016,-0.11628958929943778,0.02993465271905471,0.15285780773097185
443,4.43,-0.003888,-0.004778,-0.715609,0.698474,-14.008897,-570.877258,106.460808,0.39935410997046894,0.2093205848955952,-0.05688380122327308,0.4544607565598468
444,4.44,-0.00452,-0.004419,-0.715611,0.69847,-13.975228,-570.89386,106.464851,-0.13967289509141573,-0.040304821322190675,3.122080753925616e-05,0.1453719272066315
445,4.45,-0.004575,-0.004391,-0.715643,0.698437,-13.982519,-570.910889,106.466713,-0.01174871248357922,-0.003960528855317946,-0.009119325253503785,0.015390910529101524
446,4.46,-0.005022,-0.004274,-0.71492,0.699175,-13.8753,-570.873291,106.487007,-0.07787613917842667,-0.04764851246732886,0.20712259723848492,0.22635115215192192
447,4.47,-0.004669,-0.004464,-0.7155,0.698583,-13.993952,-570.897888,106.499741,0.07543832773400225,0.023981212887646403,-0.16624341178047564,0.18412743365201759
448,4.48,-0.004623,-0.004701,-0.714821,0.699276,-13.912957,-570.844971,106.494995,0.04159500563525563,-0.026545578745116802,0.1937735266377194,0.1999574751549166
449,4.49,-0.005305,-0.004442,-0.71513,0.698957,-14.025263,-570.856445,106.517906,-0.1329945007947749,-0.06129333645159924,-0.08794018675124526,0.17081535873821246
450,4.5,-0.005042,-0.00447,-0.714805,0.699291,-13.88656,-570.861267,106.491982,0.04141298733445807,0.03365359332403971,0.09293957025336974,0.10716978857152273
451,4.51,-0.00534,-0.004111,-0.714743,0.699355,-13.866745,-570.858154,106.48259,-0.09288078250946526,0.00760141145089736,0.018449141094345478,0.09499995801438803
452,4.52,-0.004685,-0.004549,-0.715427,0.698657,-13.990709,-570.870789,106.462486,0.15291911038243258,0.03252444446255297,-0.19645616989603099,0.25107194287289547
453,4.53,-0.005547,-0.004395,-0.714813,0.69928,-13.933472,-570.859131,106.513519,-0.14134123131631735,-0.10182947819522575,0.1758658059037188,0.24753861918029918
454,4.54,-0.004658,-0.004474,-0.714907,0.69919,-13.883187,-570.864563,106.509254,0.13544351561621754,0.11607026519278793,-0.026882163306973794,0.18038820107886072
455,4.55,-0.004914,-0.004171,-0.71501,0.699085,-13.890189,-570.892578,106.518219,-0.07931183215425137,0.005769673312212061,-0.028905001930745744,0.08461178987830366
456,4.56,-0.004921,-0.004402,-0.714846,0.699251,-13.883013,-570.863953,106.492981,0.032354679767090076,-0.033321425664128816,0.046447108435332396,0.0656846754816109
457,4.57,-0.005076,-0.00458,-0.715105,0.698983,-13.959016,-570.853577,106.476517,0.003279948226462409,-0.04703461285150813,-0.07457569179113444,0.08823007804930133
458,4.58,-0.004917,-0.004525,-0.714853,0.699242,-13.90812,-570.838196,106.471649,0.014855288232237113,0.03041059637283218,0.07218144724123743,0.07972230105844724
459,4.59,-0.005172,-0.004417,-0.714688,0.69941,-13.909089,-570.822388,106.490768,-0.05078767164649785,-0.021364114066435482,0.04743106733370306,0.07270157570184034
460,4.6,-0.004395,-0.00467,-0.714756,0.699344,-13.907196,-570.816162,106.48687,0.1447232691601929,0.07568444790780329,-0.019893974141360626,0.16452577457243517
461,4.61,-0.005089,-0.004211,-0.714952,0.699143,-13.908597,-570.873169,106.534088,-0.16304327290290319,-0.03502379971250993,-0.055095812884609074,0.17562836895731973
462,4.62,-0.004708,-0.004451,-0.71566,0.698419,-14.030991,-570.920105,106.515984,0.08625917436153986,0.021031314970880368,-0.2030887227843725,0.22164834917753531
463,4.63,-0.004683,-0.004618,-0.71493,0.699165,-13.912726,-570.852966,106.488541,0.028747416151238443,-0.019772171715767145,0.20856612603392666,0.21146437439561785
464,4.64,-0.005408,-0.004236,-0.714504,0.699597,-13.883952,-570.814819,106.491066,-0.15520159157607982,-0.05024866609910569,0.12236626378281379,0.20392637147915144
465,4.65,-0.004713,-0.004475,-0.714817,0.699281,-13.857737,-570.833923,106.481476,0.13079040543967113,0.0659461906008356,-0.08979879349454434,0.17181051633387032
466,4.66,-0.005021,-0.004503,-0.715215,0.698872,-14.003613,-570.847839,106.494141,-0.03981447666861646,-0.047939611678478496,-0.11388555636786535,0.12982033303568957
467,4.67,-0.005365,-0.004292,-0.714773,0.699323,-13.919061,-570.846741,106.524788,-0.0774134932498568,-0.019752075840616824,0.12681434754768794,0.14988286153228092
468,4.68,-0.0043,-0.004644,-0.714981,0.699115,-13.911508,-570.85437,106.4944,0.19887408951884963,0.10305894790529832,-0.06011828636143246,0.23191864646969118
469,4.69,-0.00426,-0.004822,-0.714751,0.69935,-13.901073,-570.822876,106.482033,0.03146195998452771,-0.019148173365120952,0.06557314912780665,0.07520867872676876
470,4.7,-0.004841,-0.004511,-0.714903,0.699193,-13.889517,-570.841858,106.503677,-0.12600222482081982,-0.039576368393533144,-0.04287809550642674,0.13885741128681367
471,4.71,-0.005897,-0.003867,-0.71496,0.69913,-13.904274,-570.878601,106.536194,-0.23986134346176197,-0.060933069174224155,-0.015402324590263472,0.24795873569821242
472,4.72,-0.005544,-0.004054,-0.714676,0.699422,-13.887613,-570.8396,106.494049,0.07666209796031095,0.02421959263811859,0.0809706747487704,0.11410484696323765
473,4.73,-0.004814,-0.004403,-0.714709,0.699391,-13.886415,-570.842102,106.464371,0.15193891496856418,0.05553451331347242,-0.010026034725740818,0.16208034249442646
474,4.74,-0.005131,-0.004372,-0.714778,0.699319,-13.909023,-570.85022,106.496437,-0.04890268333154549,-0.040973309078026245,-0.019634414475311335,0.06675173949506634
475,4.75,-0.004693,-0.00445,-0.714919,0.699177,-13.905669,-570.860046,106.508049,0.07214188572189396,0.05172571678579455,-0.04048353039809438,0.0975649408650898
476,4.76,-0.004928,-0.00455,-0.714839,0.699257,-13.915825,-570.832886,106.506409,-0.018416654533300655,-0.047588630130047764,0.022740830362899533,0.05586587730849312
477,4.77,-0.00512,-0.004294,-0.715025,0.699067,-13.873448,-570.870605,106.50692,-0.06380774291282086,0.008362561523586956,-0.05274920327178467,0.08320960843960556
478,4.78,-0.00512,-0.004452,-0.714767,0.699329,-13.866439,-570.839905,106.462524,0.02308465967473597,-0.022129714408333084,0.07337741103811135,0.08004292737493246
479,4.79,-0.004638,-0.004317,-0.715072,0.699022,-13.86287,-570.884399,106.4412,0.0475306946803076,0.08782444088515232,-0.08683674690163068,0.13233638942498055
480,4.8,-0.005371,-0.00399,-0.715028,0.699064,-13.898555,-570.895813,106.484001,-0.14916537372754507,-0.059118063453172075,0.013094194792917513,0.16098668293683904
481,4.81,-0.004988,-0.004541,-0.714957,0.699135,-13.943262,-570.84729,106.498833,0.13247737742354201,-0.022285328835456968,0.019182597354716613,0.13570137601217325
482,4.82,-0.005611,-0.004289,-0.714808,0.699285,-13.946539,-570.840332,106.531731,-0.12286117629322886,-0.05385968755233176,0.043100166370380055,0.14090194790898067
483,4.83,-0.004679,-0.005152,-0.715006,0.699083,-13.993118,-570.830139,106.494362,0.2533261922893855,0.012592546974785242,-0.0583378887857644,0.26026148621555806
484,4.84,-0.004924,-0.004083,-0.715031,0.699064,-13.881385,-570.878784,106.465729,-0.18716691051430714,0.11443248134229726,-0.004959620143585308,0.21943300346482641
485,4.85,-0.00542,-0.004064,-0.714788,0.699309,-13.873155,-570.859497,106.452858,-0.07162450026524224,-0.06831381747843535,0.06943471939369061,0.12090503279021605
486,4.86,-0.005093,-0.004351,-0.71477,0.699328,-13.883926,-570.836609,106.449165,0.08679879983125097,0.006602724751375317,0.004656809639247417,0.08717404144757879
487,4.87,-0.004582,-0.004917,-0.714601,0.6995,-13.894567,-570.789124,106.462067,0.15270549628707597,-0.0061369024976570645,0.04720415842909276,0.15995268907257174
488,4.88,-0.004874,-0.004337,-0.714956,0.699139,-13.903293,-570.854675,106.521484,-0.12442444343011083,0.03937961620953008,-0.10044002742430891,0.1646827113108679
489,4.89,-0.005137,-0.004406,-0.714799,0.699297,-13.944701,-570.838745,106.520729,-0.026618122460368623,-0.04727080541076034,0.04470644601958229,0.0702973669720209
490,4.9,-0.00479,-0.004364,-0.71495,0.699146,-13.894581,-570.865845,106.47345,0.042238694701855414,0.055503212535582165,-0.042968317782676735,0.08192063393895123
491,4.91,-0.005725,-0.004182,-0.714707,0.699388,-13.90049,-570.851257,106.485809,-0.15632051217776632,-0.10826828192556778,0.06957248027436025,0.20248074824575216
492,4.92,-0.005535,-0.004278,-0.715202,0.698883,-14.039984,-570.84906,106.491447,0.0393068710537613,0.013875007865813034,-0.14169363933262957,0.14769777717568638
493,4.93,-0.005154,-0.004584,-0.714563,0.699537,-13.920457,-570.794312,106.498863,0.0982959456291177,0.011578941284615205,0.18220092899591256,0.20734836226835407
494,4.94,-0.005074,-0.0044,-0.714701,0.699398,-13.909059,-570.824341,106.513367,-0.015373125543487534,0.037190783695601436,-0.039055748240213184,0.05607886278689822
495,4.95,-0.004593,-0.004839,-0.714739,0.699359,-13.94157,-570.807739,106.505363,0.12995984758048876,0.007351335861942917,-0.011758872458389469,0.1306976480415452
