Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z,omegas.x,omegas.y,omegas.z,omega
4918,49.18,-0.006019,-0.006141,-0.385473,0.922679,-555.310364,1257.359375,109.691071,0.011901115417061164,0.011929208207658772,-0.0032878814996251116,0.017168363969448614
4919,49.19,-0.006022,-0.006199,-0.38552,0.922659,-555.310791,1257.365112,109.682976,0.003836078184557643,-0.01090234612452284,-0.010281210894635961,0.015468676230269946
4920,49.2,-0.005982,-0.006218,-0.3855,0.922667,-555.318054,1257.363525,109.687935,0.008880683269560288,-0.00043611399984872304,0.004234994340668319,0.009848446975061842
4921,49.21,-0.005941,-0.006186,-0.38543,0.922697,-555.31543,1257.375244,109.697906,0.005221616816182984,0.009019734701057758,0.015217645155973791,0.01844444687014612
4922,49.22,-0.006025,-0.006297,-0.385496,0.922669,-555.306702,1257.374146,109.70446,-0.007059685564843234,-0.026915306990861476,-0.014365968030660703,0.03131539474674937
4923,49.23,-0.00587,-0.006201,-0.385396,0.922712,-555.312256,1257.365479,109.705162,0.02137895344593542,0.029599250973224786,0.021689100994171095,0.04246872273279214
4924,49.24,-0.005943,-0.006107,-0.385525,0.922658,-555.303101,1257.359009,109.690056,-0.02094041817366464,0.011804677155737107,-0.027767350991403372,0.036727064912934655
4925,49.25,-0.005897,-0.005923,-0.385565,0.922643,-555.312073,1257.360107,109.674057,-0.005765550660571071,0.03752986258681477,-0.008375319925868485,0.038882877260633116
4926,49.26,-0.006005,-0.006063,-0.38558,0.922635,-555.319763,1257.368652,109.676132,-0.009160471026692808,-0.034153986442702136,-0.0034220114628502607,0.035526316749855145
4927,49.27,-0.005974,-0.006158,-0.385529,0.922656,-555.30481,1257.373047,109.687317,0.013133417885086325,-0.015175252263002325,0.01087862515121163,0.022828040471548076
4928,49.28,-0.006036,-0.00618,-0.385486,0.922673,-555.294678,1257.372925,109.698532,-0.009671337073909308,-0.008870685818118847,0.00929571444772126,0.016082106042882606
4929,49.29,-0.005947,-0.006193,-0.385538,0.922652,-555.297485,1257.359619,109.702972,0.017336223878979765,0.0044995204586764995,-0.011340540668269838,0.021199014255121364
4930,49.3,-0.005859,-0.006122,-0.385626,0.922616,-555.316345,1257.343384,109.682693,0.010612223134223893,0.01994720993936938,-0.01903910310541157,0.02954653805904045
4931,49.31,-0.005944,-0.006213,-0.385528,0.922656,-555.31311,1257.357544,109.677406,-0.008499218286934628,-0.023413121001800846,0.021165728491323588,0.03268637344677991
4932,49.32,-0.006028,-0.006218,-0.38558,0.922634,-555.314758,1257.358032,109.680023,-0.015205859316924468,-0.007365044894179669,-0.011193509519358269,0.020267133473171405
4933,49.33,-0.006017,-0.006237,-0.385516,0.92266,-555.296265,1257.369629,109.686897,0.0036059355194247023,-0.0027025585391904187,0.0137781479488841,0.014496342798421226
4934,49.34,-0.006057,-0.006192,-0.385489,0.922672,-555.299377,1257.369873,109.69384,-0.010802805651674227,0.005202290084335183,0.00601165265303738,0.013412844578618965
4935,49.35,-0.005858,-0.006197,-0.385443,0.922692,-555.312805,1257.362305,109.700653,0.037189029578218145,0.014388834023718565,0.0097780399520353,0.04105694254124756
4936,49.36,-0.005848,-0.006149,-0.385538,0.922653,-555.317261,1257.34436,109.68718,-0.0020183045337832453,0.009691696202793806,-0.02049376398920444,0.022759545050891297
4937,49.37,-0.00599,-0.006062,-0.38545,0.922689,-555.318359,1257.351318,109.679611,-0.03276138760066154,0.005046232417177041,0.01929095861764596,0.03835249748734333
4938,49.38,-0.00601,-0.006166,-0.385475,0.922678,-555.306702,1257.365234,109.683357,0.004283117867161148,-0.020717126631321272,-0.005561781424578971,0.021874136488944835
4939,49.39,-0.005976,-0.006292,-0.385558,0.922643,-555.308777,1257.372803,109.696434,0.015843753329557782,-0.020573649690580967,-0.018208158910126837,0.031714927590253884
4940,49.4,-0.006017,-0.006208,-0.385521,0.922659,-555.307617,1257.368408,109.699791,-0.013977354656022432,0.012314731448549113,0.008213330096951132,0.020358728966013567
4941,49.41,-0.006017,-0.006191,-0.385526,0.922657,-555.323303,1257.354248,109.698586,-0.0013193851548029892,0.0031405719120860924,-0.0010564087631337316,0.0035665064974740117
4942,49.42,-0.005854,-0.006146,-0.385554,0.922646,-555.337341,1257.345337,109.693878,0.026560972685183825,0.02089213204876936,-0.006162708952484053,0.0343503338143798
4943,49.43,-0.005955,-0.006037,-0.385568,0.922641,-555.324707,1257.345093,109.690895,-0.02706558140832668,0.012335733648773887,-0.0027171956177740597,0.029868029289685346
4944,49.44,-0.005993,-0.006178,-0.385524,0.922657,-555.318604,1257.366455,109.684998,0.003933128027028016,-0.02898188174662456,0.009231009602228557,0.03066970009518774
4945,49.45,-0.00602,-0.006205,-0.385509,0.922664,-555.30957,1257.379517,109.698494,-0.0028735946230542923,-0.007073508733681545,0.0033087043174062636,0.008321033356689449
4946,49.46,-0.006019,-0.00626,-0.385625,0.922615,-555.310425,1257.373901,109.696617,0.004222177091023696,-0.009993340788207877,-0.025251237798640247,0.02748306114428854
4947,49.47,-0.005944,-0.006211,-0.385483,0.922675,-555.310913,1257.368286,109.699844,0.010310108384338056,0.014730177234259685,0.030794841400527684,0.035659482793965955
4948,49.48,-0.005856,-0.006246,-0.385521,0.922659,-555.309998,1257.35791,109.695694,0.018871240529512792,0.0003510750731034601,-0.00839679894842904,0.020658005843014467
4949,49.49,-0.005846,-0.006206,-0.385489,0.922673,-555.316223,1257.35376,109.69783,-0.0011824792131727088,0.008132327241532934,0.00701883485244581,0.010807268208889434
4950,49.5,-0.00612,-0.006285,-0.385497,0.922667,-555.322083,1257.370728,109.707527,-0.04448871657916223,-0.0357011383068602,-0.0016911422682230892,0.05706730361106924
4951,49.51,-0.006101,-0.006211,-0.385517,0.92266,-555.311951,1257.374512,109.701637,-0.0022329290925175195,0.015136041827134954,-0.004163670972501254,0.015856288673338395
4952,49.52,-0.005964,-0.006386,-0.385505,0.922664,-555.299805,1257.381104,109.697556,0.038793767289648035,-0.0217396084106267,0.002139081260088549,0.04452126034837759
4953,49.53,-0.005954,-0.006328,-0.385589,0.92263,-555.306702,1257.362793,109.69091,-0.0027743702778070325,0.01153068395460359,-0.018065780609011206,0.02161078971051861
4954,49.54,-0.005931,-0.006207,-0.385471,0.92268,-555.317627,1257.358398,109.697876,-0.004878273864894044,0.024024115409925547,0.02574493000950806,0.035549361433432236
4955,49.55,-0.005818,-0.006018,-0.385401,0.922711,-555.326355,1257.359741,109.694618,0.006405435797598915,0.04354440750093339,0.015391357158245356,0.04662659013414102
4956,49.56,-0.00597,-0.006101,-0.385477,0.922678,-555.326233,1257.375,109.699265,-0.02178263392391593,-0.026984482813213837,-0.01648248821780607,0.03839684715194833
4957,49.57,-0.005995,-0.006202,-0.385467,0.922681,-555.307129,1257.375366,109.693596,0.003189030176540056,-0.020573765009785066,0.001986553683730463,0.020914017205766147
4958,49.58,-0.006001,-0.006223,-0.385508,0.922664,-555.30011,1257.375854,109.692024,0.000440504920396715,-0.0043097495779216045,-0.008894311030949176,0.00989326815185727
4959,49.59,-0.0059,-0.006248,-0.385544,0.92265,-555.296997,1257.359619,109.689415,0.02050373354706911,0.003199722706339215,-0.007878308629893915,0.022197050741810966
4960,49.6,-0.006103,-0.006081,-0.385497,0.922669,-555.310913,1257.36145,109.682747,-0.05025557594294299,0.015131696227346694,0.010588699161406812,0.0535416818376523
4961,49.61,-0.006135,-0.006224,-0.385418,0.922701,-555.31842,1257.352173,109.689133,0.0052552695182142735,-0.028913011746602418,0.016909716901514216,0.03390455178375902
4962,49.62,-0.006156,-0.006174,-0.385589,0.92263,-555.328308,1257.361328,109.699013,-0.008029495757232163,0.007729684590328766,-0.03694179027854405,0.03858648331949035
4963,49.63,-0.006005,-0.006279,-0.385497,0.922668,-555.314453,1257.37085,109.700905,0.03612117010786874,-0.007796787589902255,0.019591131041574172,0.04182512692355846
4964,49.64,-0.005972,-0.006251,-0.385501,0.922667,-555.298645,1257.360474,109.691383,0.003924601763469378,0.007714769914488311,-0.0008230472762216223,0.008694686921000477
4965,49.65,-0.005849,-0.006222,-0.38556,0.922643,-555.299072,1257.343994,109.678749,0.020359278086375717,0.014875260255022959,-0.012857014349065832,0.028303292914873508
4966,49.66,-0.005894,-0.006026,-0.385425,0.922701,-555.310547,1257.342163,109.674034,-0.023181894733026193,0.032611815173579514,0.029669133410570314,0.04981152687544358
4967,49.67,-0.005857,-0.006211,-0.385519,0.92266,-555.317749,1257.352783,109.686821,0.020927094119782552,-0.031226399969315824,-0.020769935509867832,0.042946729147002496
4968,49.68,-0.006077,-0.006131,-0.385512,0.922662,-555.324585,1257.359131,109.705818,-0.04675434218869429,-0.0022059931169144884,0.001812929010980291,0.04684145205614623
4969,49.69,-0.005968,-0.006155,-0.385477,0.922678,-555.320984,1257.347046,109.698898,0.022026853726239172,0.00395246440209069,0.007529447384990728,0.023611370943896384
4970,49.7,-0.005988,-0.006099,-0.385461,0.922685,-555.31781,1257.351929,109.685379,-0.007979996991749807,0.008781598168123,0.003583696211961751,0.012395148119903457
4971,49.71,-0.006099,-0.006045,-0.385493,0.922671,-555.309448,1257.349121,109.671051,-0.024702370820396495,0.0014290089334439288,-0.006784402485904284,0.025656915398601272
4972,49.72,-0.005847,-0.00601,-0.385508,0.922666,-555.312012,1257.344116,109.670921,0.04377994127503287,0.0258998008587954,-0.003415481614388316,0.05098184438826051
4973,49.73,-0.005952,-0.006206,-0.385532,0.922655,-555.32843,1257.345825,109.694427,-0.004305782969162182,-0.04424932306171369,-0.005379905761893067,0.04478265003775775
4974,49.74,-0.006033,-0.006255,-0.385481,0.922675,-555.335815,1257.3573,109.705315,-0.011081680487766508,-0.015323513135686532,0.010995408947800378,0.02187493348977023
4975,49.75,-0.005974,-0.006172,-0.385447,0.92269,-555.333618,1257.359985,109.705818,0.0045492127465760444,0.01984281854988685,0.007456970728936252,0.021680387382829572
4976,49.76,-0.006065,-0.006092,-0.385533,0.922654,-555.327515,1257.345581,109.696335,-0.023109281169230063,0.007806218989605922,-0.018437571975471467,0.030576461394721692
4977,49.77,-0.005974,-0.006287,-0.385558,0.922643,-555.316406,1257.33667,109.694,0.03178428224925398,-0.028949878655072474,-0.00580885116832075,0.043382932405951584
4978,49.78,-0.005901,-0.006103,-0.385436,0.922696,-555.315918,1257.342285,109.688843,-0.0005012191045864443,0.039503262517173905,0.026727441247109684,0.04769816648162966
4979,49.79,-0.005896,-0.006201,-0.385501,0.922668,-555.330627,1257.34375,109.699738,0.008364851306196571,-0.017656857381295223,-0.014275242483086092,0.024197477098017558
4980,49.8,-0.005911,-0.006114,-0.385463,0.922684,-555.342102,1257.343994,109.714272,-0.009409725265776669,0.014872951691135249,0.008367072213610882,0.019487316875650633
4981,49.81,-0.006002,-0.006223,-0.385445,0.922691,-555.338196,1257.356567,109.715569,-0.008359465050860812,-0.027142643029238675,0.0038437235082899868,0.028659691850357067
4982,49.82,-0.00592,-0.006152,-0.385447,0.92269,-555.331848,1257.350464,109.706772,0.009655121875489035,0.019424662528170957,-0.00046299410771943883,0.021696848994903817
4983,49.83,-0.005929,-0.006106,-0.385545,0.92265,-555.327271,1257.33606,109.699913,-0.00537489487596101,0.007861761266324784,-0.02110276740965311,0.023152182996042384
4984,49.84,-0.006061,-0.00617,-0.385488,0.922673,-555.323975,1257.345581,109.70089,-0.01932608602893812,-0.02202779256829093,0.012377013843567486,0.03181055985539128
4985,49.85,-0.005927,-0.006213,-0.385482,0.922676,-555.323547,1257.348022,109.707108,0.028053840532465697,0.002392516562844081,0.0011210184706511583,0.028177984075090246
4986,49.86,-0.00588,-0.006177,-0.385469,0.922681,-555.341125,1257.356201,109.716934,0.00591976358216206,0.010257598689764665,0.0027687112304053407,0.012162552923885947
4987,49.87,-0.005945,-0.006167,-0.385457,0.922686,-555.33197,1257.357056,109.719078,-0.012745091069836251,-0.0031736712126439505,0.002691965428580634,0.013407319389537119
4988,49.88,-0.006047,-0.006013,-0.385451,0.922689,-555.339417,1257.34436,109.707878,-0.03068390083783906,0.02055197101971046,0.0016474101053987056,0.03696754310847191
4989,49.89,-0.00591,-0.006116,-0.385462,0.922685,-555.328979,1257.349609,109.695915,0.033203885024663676,-0.008437538432233549,-0.0026275995775204564,0.03435977757591409
4990,49.9,-0.005961,-0.006032,-0.385487,0.922674,-555.323425,1257.343506,109.689697,-0.015930727794483384,0.011585488359711592,-0.0052997692666645335,0.020398509329723584
4991,49.91,-0.005955,-0.006163,-0.385583,0.922633,-555.322754,1257.350708,109.689178,0.011042280207910257,-0.023646499750514926,-0.021039763390584554,0.0335225378838311
4992,49.92,-0.006006,-0.006091,-0.385583,0.922634,-555.335388,1257.351318,109.69989,-0.01496205880007111,0.009354199949655057,0.00022573116982282926,0.01764696049737579
4993,49.93,-0.006037,-0.006188,-0.385458,0.922685,-555.338013,1257.352661,109.717171,0.001973514479178002,-0.02037772442683933,0.026920029111254795,0.03382062062657241
4994,49.94,-0.005966,-0.006113,-0.385418,0.922703,-555.343628,1257.349121,109.71312,0.007391490361747209,0.019287749384258417,0.008771809645002904,0.022440945847399765
4995,49.95,-0.006038,-0.006102,-0.385527,0.922656,-555.335266,1257.342163,109.691788,-0.014324188915003627,-0.0034474765571638685,-0.02363670602003598,0.02785249278184113
4996,49.96,-0.006112,-0.006094,-0.385541,0.922651,-555.323425,1257.34436,109.683578,-0.014295275044102704,-0.004218745435946233,-0.002868993288440702,0.015178399919918454
4997,49.97,-0.006021,-0.006085,-0.385477,0.922678,-555.314026,1257.352295,109.679703,0.016209268518861588,0.008632284607566505,0.013791933189000183,0.022966805275275698
4998,49.98,-0.006068,-0.006041,-0.38553,0.922656,-555.327026,1257.353271,109.689713,-0.012156356429535338,0.004533128302379192,-0.01136629453453164,0.017248736339032497
4999,49.99,-0.006077,-0.006093,-0.385493,0.922671,-555.333496,1257.348755,109.704155,0.0024116368257478572,-0.010316349010215838,0.007932005164390521,0.013234793349644806
5000,50.0,-0.005962,-0.006086,-0.38541,0.922706,-555.340332,1257.345703,109.701172,0.02082542042234417,0.010099848688956397,0.017883153953845987,0.02924914143430814
5001,50.01,-0.005827,-0.006101,-0.385486,0.922675,-555.329834,1257.349609,109.683907,0.025939825544814363,0.0076908427253749405,-0.01659688449177077,0.031740828375375424
5002,50.02,-0.005939,-0.006097,-0.385507,0.922666,-555.31897,1257.343262,109.67746,-0.021012417106643783,-0.007883253114222312,-0.004427784853144878,0.022875153136803505
5003,50.03,-0.006043,-0.006048,-0.38564,0.92261,-555.326294,1257.347046,109.677208,-0.023198104973075947,0.0011132715556449665,-0.028675557602753088,0.0369009356483988
5004,50.04,-0.005951,-0.006125,-0.385521,0.92266,-555.315369,1257.356812,109.680984,0.023119236622046093,-0.007195756489184087,0.025610155122102185,0.03524426277872654
5005,50.05,-0.005966,-0.00621,-0.38554,0.922651,-555.317932,1257.352051,109.696487,0.0037518883921078966,-0.016830186090174143,-0.004282835736280077,0.017767231418560486
5006,50.06,-0.005962,-0.0061,-0.385527,0.922657,-555.321838,1257.343384,109.69043,-0.007720454465238655,0.020598695641288033,0.0029878247800430024,0.02219997243666039
5007,50.07,-0.005881,-0.006076,-0.385565,0.922642,-555.337524,1257.338989,109.677536,0.013032268476713751,0.010701302755676111,-0.008238977027819061,0.01876802186653453
5008,50.08,-0.005892,-0.006035,-0.385516,0.922663,-555.33136,1257.35022,109.679558,-0.005107198183373993,0.006685303898444541,0.010722851346056661,0.01362924438435402
5009,50.09,-0.006021,-0.006244,-0.385594,0.922628,-555.319763,1257.353516,109.679436,-0.00782552216327748,-0.04846392852310985,-0.017182727658171526,0.05201189570469375
5010,50.1,-0.005953,-0.006355,-0.385525,0.922656,-555.302734,1257.362305,109.684677,0.02122781406222532,-0.015286387796986916,0.014673009348964428,0.02999318164341821
5011,50.11,-0.006,-0.006183,-0.385556,0.922644,-555.312012,1257.364746,109.685188,-0.021988725005548434,0.028137101315095416,-0.006381210019734684,0.03627561631594338
5012,50.12,-0.005862,-0.006057,-0.38559,0.922632,-555.333252,1257.353149,109.691589,0.015692517896285195,0.03391793324670376,-0.0072187639842735685,0.03806299866161005
5013,50.13,-0.005785,-0.006108,-0.385584,0.922634,-555.341736,1257.345825,109.690048,0.018151165826754776,-0.003477372349967086,0.0011083243115384,0.018514462512052923
5014,50.14,-0.005839,-0.006059,-0.385483,0.922677,-555.334961,1257.349487,109.691643,-0.013570037203458011,0.0048131775884115505,0.022075887629524615,0.026356354126324446
5015,50.15,-0.005974,-0.006098,-0.385443,0.922692,-555.312561,1257.36438,109.689873,-0.02183951711377469,-0.017633452170364924,0.008655911625587986,0.02937393315981696
5016,50.16,-0.005861,-0.006138,-0.385531,0.922656,-555.304749,1257.369385,109.68853,0.023786045837207413,0.0013907126138689406,-0.01920017579148947,0.03059994785237721
5017,50.17,-0.005934,-0.006108,-0.385487,0.922674,-555.321838,1257.353882,109.690193,-0.015708847007042757,-0.00012229657981328163,0.009632063610109931,0.018427139770819403
5018,50.18,-0.005977,-0.006198,-0.385469,0.92268,-555.317688,1257.353516,109.689621,-0.0009671213176232034,-0.01993736367088949,0.003729929596318904,0.020306308590726206
5019,50.19,-0.005923,-0.00621,-0.385496,0.92267,-555.333862,1257.350952,109.699577,0.01084464849823285,0.0019685133808698685,-0.005834694328876733,0.012470970447094887
5020,50.2,-0.005913,-0.006151,-0.385547,0.922649,-555.327271,1257.354248,109.698547,-0.0027917297169706076,0.011692823550835379,-0.010972839184875127,0.016276334881683847
5021,50.21,-0.006045,-0.006181,-0.385548,0.922647,-555.319214,1257.359497,109.695732,-0.0220482474577355,-0.01571561292626573,-0.00021184020441156193,0.027076753532836163
5022,50.22,-0.006073,-0.006292,-0.385505,0.922664,-555.308044,1257.375244,109.692993,0.0034660538609016488,-0.02267281597288758,0.009146046910446515,0.024692514809050648
5023,50.23,-0.005943,-0.006169,-0.385453,0.922688,-555.306396,1257.364014,109.695786,0.014600428427206935,0.03268770730867473,0.011431933577910058,0.03758121638113018
5024,50.24,-0.005966,-0.006271,-0.385496,0.922669,-555.304565,1257.360474,109.690872,0.0035432383518286745,-0.02056824415445583,-0.00949269465603253,0.022928551141488302
5025,50.25,-0.006001,-0.006242,-0.385466,0.922682,-555.319824,1257.356201,109.698845,-0.008641416786071051,0.0026335151500781265,0.006616799254510752,0.011197835437743116
5026,50.26,-0.005882,-0.006177,-0.385555,0.922645,-555.327148,1257.364502,109.693069,0.016793256146949327,0.021229580698919805,-0.019346731773939307,0.03327167833160438
5027,50.27,-0.005994,-0.006276,-0.385503,0.922666,-555.316833,1257.374878,109.692245,-0.01294431616829456,-0.02694003732895446,0.011236742255860133,0.03193094594394072
5028,50.28,-0.005988,-0.006187,-0.38548,0.922676,-555.303955,1257.375122,109.680824,-0.005713895476459809,0.01687103468259862,0.005114430594332919,0.01853207525026817
5029,50.29,-0.006137,-0.006133,-0.385466,0.922681,-555.299011,1257.383057,109.676971,-0.031635624984515526,-0.0015329829772182946,0.003218016591854944,0.03183580430513414
5030,50.3,-0.005905,-0.006053,-0.385381,0.922719,-555.298584,1257.391113,109.677879,0.03679584612094116,0.032590801547127415,0.01842874016174667,0.0524948864289599
5031,50.31,-0.005861,-0.00607,-0.38539,0.922715,-555.300964,1257.379028,109.673172,0.009414603221174177,0.0002598948005846924,-0.0020425424045900087,0.00963713020530814
5032,50.32,-0.005956,-0.006092,-0.385409,0.922706,-555.318176,1257.375854,109.687515,-0.015869495387628094,-0.011371017786385596,-0.0041104801423719195,0.01995086405038841
5033,50.33,-0.006036,-0.006113,-0.385412,0.922704,-555.311951,1257.372192,109.693001,-0.013150629413912884,-0.01004078279450947,-0.0006353310577300597,0.016557778192182203
5034,50.34,-0.006038,-0.006212,-0.385531,0.922654,-555.307983,1257.368774,109.689644,0.007056231943367193,-0.018341191088959603,-0.0259315624368206,0.03253668130303169
5035,50.35,-0.005967,-0.006283,-0.385493,0.92267,-555.301758,1257.365479,109.690018,0.018642764785150364,-0.007653159046485704,0.00807192175847904,0.02170897148877062
5036,50.36,-0.005881,-0.006188,-0.385449,0.92269,-555.286987,1257.367188,109.671494,0.008624713207887411,0.024133825865992053,0.0096667709430176,0.02739112427983021
5037,50.37,-0.005979,-0.006215,-0.385456,0.922686,-555.300293,1257.359131,109.683739,-0.016016660974084267,-0.012534038371319039,-0.0015105971939544105,0.02039405429371107
5038,50.38,-0.005986,-0.006318,-0.385504,0.922665,-555.306702,1257.364624,109.690613,0.00656385758786085,-0.019515675158548844,-0.01059116750312672,0.023154235733597563
5039,50.39,-0.006022,-0.006389,-0.385449,0.922688,-555.302307,1257.366211,109.694702,-0.0010719970927789736,-0.015914247470090112,0.01188311617743576,0.019890221225331597
5040,50.4,-0.005974,-0.0063,-0.385423,0.922699,-555.307312,1257.371094,109.690788,0.002043282908152557,0.020106889423790464,0.005691820115660828,0.020996638387425888
5041,50.41,-0.005984,-0.006076,-0.385399,0.922711,-555.301392,1257.371826,109.68177,-0.019067766824754345,0.04055250554561842,0.005634204425375433,0.04516447383970653
5042,50.42,-0.006018,-0.006186,-0.385516,0.922661,-555.29364,1257.364014,109.673492,0.002002323703876978,-0.02284107709621232,-0.025535744621085765,0.03431906695240319
5043,50.43,-0.006104,-0.006196,-0.385466,0.922681,-555.296692,1257.36731,109.678375,-0.015012802916207577,-0.008511631905185318,0.01086303554748147,0.020392098234269698
5044,50.44,-0.005984,-0.006261,-0.385461,0.922684,-555.29834,1257.36792,109.689957,0.027165248598020903,-0.0027460542069729366,0.0009259041977349725,0.02731938585845761
5045,50.45,-0.006061,-0.006304,-0.385458,0.922684,-555.304138,1257.366577,109.699989,-0.01089060660341614,-0.013874764815081236,0.0005985670814112609,0.01764858899218679
5046,50.46,-0.006,-0.006204,-0.385538,0.922651,-555.321228,1257.368042,109.703819,0.0034067198750544272,0.02321164861296271,-0.01726266408786925,0.029127065472672582
5047,50.47,-0.005965,-0.006155,-0.38558,0.922635,-555.31958,1257.353394,109.698792,0.0026089714543064448,0.011771295049764138,-0.008968619561733338,0.015026851168528072
5048,50.48,-0.006014,-0.006105,-0.385504,0.922667,-555.305054,1257.357544,109.686737,-0.01276587880219681,0.005396384843751791,0.01661171712747933,0.021634180754020755
5049,50.49,-0.00604,-0.006312,-0.385462,0.922682,-555.296082,1257.36792,109.689514,0.011231318304357439,-0.04023522682661054,0.008689678959639124,0.04266762835059139
5050,50.5,-0.005942,-0.006468,-0.385473,0.922677,-555.296082,1257.374756,109.695816,0.030091073676550856,-0.021225660233001407,-0.002727527274759556,0.03692479888054891
5051,50.51,-0.00603,-0.006394,-0.385454,0.922685,-555.304199,1257.372925,109.709641,-0.021910040276652398,0.0068590672171666735,0.004324709828473772,0.023362358252424744
5052,50.52,-0.006055,-0.006319,-0.385497,0.922668,-555.318176,1257.366455,109.702347,-0.01047072326661267,0.01194312096661496,-0.009123212741157793,0.018316855485306576
5053,50.53,-0.005999,-0.006136,-0.385415,0.922703,-555.317566,1257.370972,109.692108,-0.003629292081751105,0.03803214705668583,0.01798107480500688,0.042224815238190105
5054,50.54,-0.006001,-0.006169,-0.385462,0.922683,-555.305237,1257.374878,109.684334,0.0020929853596349246,-0.006212165016369377,-0.01025221679901156,0.01216879333377737
5055,50.55,-0.005889,-0.006289,-0.385437,0.922694,-555.302063,1257.366821,109.686295,0.029963248318803058,-0.013526482683445806,0.005179224205920097,0.033280419873778666
5056,50.56,-0.00599,-0.006135,-0.385522,0.922659,-555.303284,1257.366333,109.695381,-0.030658006865227818,0.02068923271523861,-0.018075433557629417,0.04116647948987053
5057,50.57,-0.005927,-0.006266,-0.385498,0.922668,-555.305664,1257.389282,109.705124,0.02176641307146199,-0.019333800505843754,0.00488846453472469,0.02952066505864217
5058,50.58,-0.0059,-0.006108,-0.385491,0.922673,-555.313232,1257.372192,109.708939,-0.00718462936663191,0.03123596257684066,0.0018306897876518846,0.0321038265995858
5059,50.59,-0.005935,-0.006017,-0.3855,0.922669,-555.312378,1257.362793,109.696472,-0.013490357176858085,0.014099940576991436,-0.0018190676035922948,0.01959864964685922
5060,50.6,-0.006023,-0.006123,-0.385612,0.922621,-555.322144,1257.35437,109.687325,-0.008258132628995423,-0.026270206545823006,-0.02438851262022146,0.03678478019922074
5061,50.61,-0.006128,-0.006129,-0.385515,0.922661,-555.309387,1257.368164,109.692856,-0.018745335040832364,-0.009272858727653061,0.02110509726973575,0.02971192732794486
5062,50.62,-0.00596,-0.006251,-0.38555,0.922647,-555.304443,1257.371094,109.691734,0.04034789122427853,-0.009533884171020711,-0.007893522105106854,0.042203731646105205
5063,50.63,-0.005927,-0.006252,-0.385528,0.922656,-555.308533,1257.356812,109.694023,0.006204809386954786,0.0023451271856194528,0.004711185760408743,0.00813600346080628
5064,50.64,-0.005943,-0.006376,-0.385614,0.922619,-555.319397,1257.361938,109.696655,0.0064572006812240595,-0.02405987761222427,-0.01884957266945486,0.031239070747605006
5065,50.65,-0.006008,-0.006216,-0.385562,0.922642,-555.318726,1257.352539,109.687469,-0.024240034685925164,0.024478336166832565,0.011642120181787341,0.03636354198092505
5066,50.66,-0.00602,-0.006174,-0.385494,0.92267,-555.317871,1257.36145,109.691925,-0.0053348766330183275,0.006777941538659016,0.014772456891942731,0.01710634042731848
5067,50.67,-0.006054,-0.006237,-0.385523,0.922657,-555.304443,1257.375,109.696922,-0.0014683932508885791,-0.014228141968929305,-0.006387641161420543,0.015665189505216226
5068,50.68,-0.006067,-0.006315,-0.385602,0.922624,-555.300171,1257.37561,109.692154,0.0034767494092020554,-0.01534131915809393,-0.017200657656046836,0.023308935706406877
5069,50.69,-0.00592,-0.006284,-0.385586,0.922632,-555.299438,1257.36084,109.683487,0.024764309314518392,0.01704764406163673,0.003421311763229795,0.030258859166508823
5070,50.7,-0.005908,-0.006182,-0.385496,0.92267,-555.30072,1257.367065,109.681061,-0.005493530517085895,0.019688286551131605,0.019643504976263326,0.02834915858740971
5071,50.71,-0.005968,-0.006051,-0.385496,0.92267,-555.300049,1257.368652,109.679306,-0.021172040037336932,0.01954800646628155,0.00022897365230534206,0.028817221675273164
5072,50.72,-0.005936,-0.006221,-0.385451,0.922688,-555.306885,1257.377686,109.689476,0.019087906468011687,-0.028935550171746514,0.009450182481596237,0.035929377757048485
5073,50.73,-0.005961,-0.006396,-0.385464,0.922682,-555.306519,1257.379517,109.698189,0.008854044692364286,-0.03421335691011912,-0.0030381841395255016,0.035470811399504865
5074,50.74,-0.005914,-0.006304,-0.385442,0.922692,-555.290283,1257.375,109.691444,0.0016207361504158926,0.020587255586789442,0.004880284435071491,0.021219779792265966
5075,50.75,-0.005853,-0.006184,-0.385442,0.922693,-555.297363,1257.365967,109.681992,0.0020074160104877406,0.026848245290831026,0.00014211551578879877,0.026923562005344327
5076,50.76,-0.005919,-0.006245,-0.385528,0.922656,-555.300842,1257.367554,109.671333,-0.007626830770793031,-0.016289775947426338,-0.01871236469344062,0.02595530659506815
5077,50.77,-0.005935,-0.00611,-0.385554,0.922646,-555.316833,1257.361694,109.674919,-0.013406066849679533,0.023696310580779718,-0.005389070059169665,0.027753915752943552
5078,50.78,-0.00592,-0.006306,-0.385472,0.922679,-555.308838,1257.371704,109.69648,0.018021028931224526,-0.03506806750940353,0.017425067959964124,0.04310637813588011
5079,50.79,-0.005895,-0.00625,-0.385562,0.922642,-555.32019,1257.375854,109.697731,0.00013879259018771337,0.012321259528923646,-0.01942593942666493,0.023004343554438533
5080,50.8,-0.006025,-0.006236,-0.385633,0.922611,-555.322754,1257.371216,109.691658,-0.025193574855501832,-0.007396258410781106,-0.015313001033434581,0.030395869014206406
5081,50.81,-0.006039,-0.006043,-0.385628,0.922615,-555.325012,1257.364014,109.683121,-0.017457693520367586,0.03453198573267532,0.001481143617454439,0.038722382262824456
